rank,species,protein_id,orthogroup,log2FC,DAP,description,go_id,go_term,PPV
164,Ag,Ag00001aa155706_T001,OG0000433,-1.6126374591640045,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.753018791573
164,Ag,Ag00001aa155706_T001,OG0000433,-1.6126374591640045,Down,Peroxidase,0006979,response to oxidative stress,0.696093166534
164,Ag,Ag00001aa155706_T001,OG0000433,-1.6126374591640045,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688739898316
165,Ag,Ag00001aa062385_T001,OG0000305,-1.6438561897747246,Down,Plasma membrane intrinsic protein 1,0009414,response to water deprivation,0.56674609004
165,Ag,Ag00001aa062385_T001,OG0000305,-1.6438561897747246,Down,Plasma membrane intrinsic protein 1,0006833,water transport,0.554261698537
165,Ag,Ag00001aa062385_T001,OG0000305,-1.6438561897747246,Down,Plasma membrane intrinsic protein 1,0055085,transmembrane transport,0.544561144065
166,Ag,Ag00001aa028857_T001,NA,-1.65744525452268,Down,acetyl-CoA C-acyltransferase,0010124,phenylacetate catabolic process,0.760163912379
166,Ag,Ag00001aa028857_T001,NA,-1.65744525452268,Down,acetyl-CoA C-acyltransferase,0006635,fatty acid beta-oxidation,0.715065657719
167,Ag,Ag00001aa106500_T001,OG0024024,-1.6989977439671855,Down,12-oxophytodienoate reductase 1,0031408,oxylipin biosynthetic process,0.781876957473
167,Ag,Ag00001aa106500_T001,OG0024024,-1.6989977439671855,Down,12-oxophytodienoate reductase 1,0006633,fatty acid biosynthetic process,0.645338350471
167,Ag,Ag00001aa106500_T001,OG0024024,-1.6989977439671855,Down,12-oxophytodienoate reductase 1,0009694,jasmonic acid metabolic process,0.452534810416
167,Ag,Ag00001aa106500_T001,OG0024024,-1.6989977439671855,Down,12-oxophytodienoate reductase 1,0006952,defense response,0.362740979453
168,Ag,Ag00001aa014694_T001,NA,-1.7083964419694353,Down,Subtilisin-like protease,0006508,proteolysis,0.606625680954
168,Ag,Ag00001aa014694_T001,NA,-1.7083964419694353,Down,Subtilisin-like protease,0009610,response to symbiotic fungus,0.408446439968
168,Ag,Ag00001aa014694_T001,NA,-1.7083964419694353,Down,Subtilisin-like protease,0009987,cellular process,0.397726949551
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.750381734403
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0006979,response to oxidative stress,0.693790951737
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688740154717
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,1901428,regulation of syringal lignin biosynthetic process,0.369892544609
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0010089,xylem development,0.360119555576
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,1900378,positive regulation of secondary metabolite biosynthetic process,0.359623795993
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0009809,lignin biosynthetic process,0.356857524511
169,Ag,Ag00001aa090528_T001,NA,-1.7321646079023851,Down,Peroxidase,0048522,positive regulation of cellular process,0.338230489322
170,Ag,Ag00001aa077312_T002,OG0001124,-1.7710274302398392,Down,Subtilisin-like protease,0006508,proteolysis,0.60662616792
170,Ag,Ag00001aa077312_T002,OG0001124,-1.7710274302398392,Down,Subtilisin-like protease,0009987,cellular process,0.397727099591
171,Ag,Ag00001aa027095_T003,OG0017553,-1.7858751946471527,Down,Glutamate dehydrogenase,0006538,glutamate catabolic process,0.78629266638
171,Ag,Ag00001aa027095_T003,OG0017553,-1.7858751946471527,Down,Glutamate dehydrogenase,0006995,cellular response to nitrogen starvation,0.479317673937
171,Ag,Ag00001aa027095_T003,OG0017553,-1.7858751946471527,Down,Glutamate dehydrogenase,1901698,response to nitrogen compound,0.349861476089
172,Ag,Ag00001aa051029_T001,OG0039451,-1.9434164716336324,Down,Aquaporin,0055085,transmembrane transport,0.544564924438
172,Ag,Ag00001aa051029_T001,OG0039451,-1.9434164716336324,Down,Aquaporin,0006833,water transport,0.447717542537
172,Ag,Ag00001aa051029_T001,OG0039451,-1.9434164716336324,Down,Aquaporin,0051290,protein heterotetramerization,0.405504920153
172,Ag,Ag00001aa051029_T001,OG0039451,-1.9434164716336324,Down,Aquaporin,0051289,protein homotetramerization,0.393530844192
173,Ag,Ag00001aa154978_T001,OG0005084,-1.9545570292388328,Down,Dirigent protein (Fragment),0009699,phenylpropanoid biosynthetic process,0.803030916043
173,Ag,Ag00001aa154978_T001,OG0005084,-1.9545570292388328,Down,Dirigent protein (Fragment),0009987,cellular process,0.397367215185
174,Ag,Ag00001aa004029_T001,OG0002368,-1.9545570292388328,Down,Alpha-ketoglutarate-dependent dioxygenase alkB-like protein 2,NA,NA,NA
175,Ag,Ag00001aa102138_T001,OG0025004,-2.023269779322847,Down,Alanine-glyoxylate aminotransferase,NA,NA,NA
176,Ag,Ag00001aa027795_T002,OG0001322,-2.0350469470992008,Down,Lipoxygenase,0031408,oxylipin biosynthetic process,0.831937496311
176,Ag,Ag00001aa027795_T002,OG0001322,-2.0350469470992008,Down,Lipoxygenase,0034440,lipid oxidation,0.728074052959
176,Ag,Ag00001aa027795_T002,OG0001322,-2.0350469470992008,Down,Lipoxygenase,0006633,fatty acid biosynthetic process,0.681074651452
177,Ag,Ag00001aa153066_T001,OG0004214,-2.0469210473874924,Down,aminodeoxychorismate lyase,0046656,folic acid biosynthetic process,0.746843935436
177,Ag,Ag00001aa153066_T001,OG0004214,-2.0469210473874924,Down,aminodeoxychorismate lyase,0006278,RNA-templated DNA biosynthetic process,0.362098549634
178,Ag,Ag00001aa010183_T001,OG0019021,-2.0469210473874924,Down,3-ketoacyl-CoA synthase,0006633,fatty acid biosynthetic process,0.687971888146
178,Ag,Ag00001aa010183_T001,OG0019021,-2.0469210473874924,Down,3-ketoacyl-CoA synthase,0009409,response to cold,0.536528465874
178,Ag,Ag00001aa010183_T001,OG0019021,-2.0469210473874924,Down,3-ketoacyl-CoA synthase,0009416,response to light stimulus,0.513848265337
178,Ag,Ag00001aa010183_T001,OG0019021,-2.0469210473874924,Down,3-ketoacyl-CoA synthase,0090377,seed trichome initiation,0.368240851416
179,Ag,Ag00001aa004423_T002,OG0000433,-2.0528949484321255,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.752941628601
179,Ag,Ag00001aa004423_T002,OG0000433,-2.0528949484321255,Down,Peroxidase,0006979,response to oxidative stress,0.69602580139
179,Ag,Ag00001aa004423_T002,OG0000433,-2.0528949484321255,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688739810023
180,Ag,Ag00001aa072751_T001,NA,-2.0588936890535687,Down,Sucrose synthase,0005985,sucrose metabolic process,0.800522777018
180,Ag,Ag00001aa072751_T001,NA,-2.0588936890535687,Down,Sucrose synthase,0010431,seed maturation,0.567051779429
180,Ag,Ag00001aa072751_T001,NA,-2.0588936890535687,Down,Sucrose synthase,0051262,protein tetramerization,0.525290948064
180,Ag,Ag00001aa072751_T001,NA,-2.0588936890535687,Down,Sucrose synthase,0010037,response to carbon dioxide,0.403565440251
180,Ag,Ag00001aa072751_T001,NA,-2.0588936890535687,Down,Sucrose synthase,0034059,response to anoxia,0.369475894881
181,Ag,Ag00001aa023989_T001,OG0000433,-2.1713684183119812,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.75508024516
181,Ag,Ag00001aa023989_T001,OG0000433,-2.1713684183119812,Down,Peroxidase,0006979,response to oxidative stress,0.697892865459
181,Ag,Ag00001aa023989_T001,OG0000433,-2.1713684183119812,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688739852438
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.750309768323
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0006979,response to oxidative stress,0.693728123604
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688740091401
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,1901428,regulation of syringal lignin biosynthetic process,0.370460776144
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0010089,xylem development,0.360602603743
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,1900378,positive regulation of secondary metabolite biosynthetic process,0.360102523018
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0009809,lignin biosynthetic process,0.357312140149
182,Ag,Ag00001aa108923_T001,OG0012873,-2.1909972250609138,Down,Peroxidase,0048522,positive regulation of cellular process,0.338522747916
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0055085,transmembrane transport,0.544571695471
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0009414,response to water deprivation,0.486313367647
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0006833,water transport,0.470460453106
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0080022,primary root development,0.366420893784
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,1901002,positive regulation of response to salt stress,0.365656345804
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,2000070,regulation of response to water deprivation,0.364865904396
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0051290,protein heterotetramerization,0.364523168577
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,1902074,response to salt,0.363395131402
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0080147,root hair cell development,0.361945588939
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0051289,protein homotetramerization,0.357417095147
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0009738,abscisic acid-activated signaling pathway,0.356154243689
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0009409,response to cold,0.353463305152
183,Ag,Ag00001aa061390_T001,OG0000305,-2.4422223286050744,Down,Aquaporin,0009651,response to salt stress,0.352162374332
184,Ag,Ag00001aa122903_T001,OG0000161,-2.6896598793878495,Down,S-adenosylmethionine synthase,0006556,S-adenosylmethionine biosynthetic process,0.783655100818
184,Ag,Ag00001aa122903_T001,OG0000161,-2.6896598793878495,Down,S-adenosylmethionine synthase,0006730,one-carbon metabolic process,0.716287601194
185,Ag,Ag00001aa086826_T001,OG0014048,-3.023269779322847,Down,Sucrose synthase,0005985,sucrose metabolic process,0.800522785739
185,Ag,Ag00001aa086826_T001,OG0014048,-3.023269779322847,Down,Sucrose synthase,0010431,seed maturation,0.567311385758
185,Ag,Ag00001aa086826_T001,OG0014048,-3.023269779322847,Down,Sucrose synthase,0051262,protein tetramerization,0.525509230579
185,Ag,Ag00001aa086826_T001,OG0014048,-3.023269779322847,Down,Sucrose synthase,0010037,response to carbon dioxide,0.403529236204
185,Ag,Ag00001aa086826_T001,OG0014048,-3.023269779322847,Down,Sucrose synthase,0034059,response to anoxia,0.369452283475
1,Mg,Misin09G141100.1.v7.1,OG0022377,2.9847771772757756,Up,NADH-ubiquinone reductase complex 1 MLRQ subunit,NA,NA,NA
2,Mg,Misin01G469600.1.v7.1,OG0008582,2.611845794872104,Up,Embryonic protein DC-8,0009414,response to water deprivation,0.825515376641
3,Mg,Misin12G126200.1.v7.1,OG0013447,2.380816624539516,Up,Malate synthase,0006097,glyoxylate cycle,0.779270091406
3,Mg,Misin12G126200.1.v7.1,OG0013447,2.380816624539516,Up,Malate synthase,0006099,tricarboxylic acid cycle,0.701331878418
4,Mg,Misin17G174300.1.v7.1,OG0013697,2.2404548128082737,Up,NADP-dependent oxidoreductase domain-containing protein,0044281,small molecule metabolic process,0.370034227321
4,Mg,Misin17G174300.1.v7.1,OG0013697,2.2404548128082737,Up,NADP-dependent oxidoreductase domain-containing protein,0009987,cellular process,0.330451084132
5,Mg,Misin17G041200.1.v7.1,OG0000837,2.1873280477037573,Up,NA,NA,NA,NA
6,Mg,MisinT394200.1.v7.1,OG0008494,2.0688298519542805,Up,UDP-glucose 4-epimerase,0006012,galactose metabolic process,0.755946416367
6,Mg,MisinT394200.1.v7.1,OG0008494,2.0688298519542805,Up,UDP-glucose 4-epimerase,0009987,cellular process,0.397727077858
7,Mg,Misin17G219700.1.v7.1,OG0022470,2.05031217075348,Up,NA,NA,NA,NA
8,Mg,Misin07G519500.1.v7.1,OG0005715,2.0452056317175273,Up,Eukaryotic translation initiation factor 3 subunit G,0001732,formation of cytoplasmic translation initiation complex,0.789784804028
9,Mg,Misin01G106600.1.v7.1,OG0021805,2.041464020649706,Up,Luminal-binding protein,0006457,protein folding,0.676287622886
9,Mg,Misin01G106600.1.v7.1,OG0021805,2.041464020649706,Up,Luminal-binding protein,0036503,ERAD pathway,0.515215707066
9,Mg,Misin01G106600.1.v7.1,OG0021805,2.041464020649706,Up,Luminal-binding protein,0030968,endoplasmic reticulum unfolded protein response,0.514081967299
9,Mg,Misin01G106600.1.v7.1,OG0021805,2.041464020649706,Up,Luminal-binding protein,0000304,response to singlet oxygen,0.362978924441
9,Mg,Misin01G106600.1.v7.1,OG0021805,2.041464020649706,Up,Luminal-binding protein,0009860,pollen tube growth,0.361605448299
10,Mg,Misin01G486600.1.v7.1,OG0015799,2.022619601684521,Up,Beta-amylase,0000272,polysaccharide catabolic process,0.705269281936
10,Mg,Misin01G486600.1.v7.1,OG0015799,2.022619601684521,Up,Beta-amylase,0009987,cellular process,0.397727261368
10,Mg,Misin01G486600.1.v7.1,OG0015799,2.022619601684521,Up,Beta-amylase,0009414,response to water deprivation,0.353450162112
10,Mg,Misin01G486600.1.v7.1,OG0015799,2.022619601684521,Up,Beta-amylase,0005982,starch metabolic process,0.353206124425
11,Mg,Misin12G096700.1.v7.1,OG0039078,1.999771562814678,Up,NADP-dependent oxidoreductase domain-containing protein,0044281,small molecule metabolic process,0.351673574465
11,Mg,Misin12G096700.1.v7.1,OG0039078,1.999771562814678,Up,NADP-dependent oxidoreductase domain-containing protein,0006629,lipid metabolic process,0.331422312857
11,Mg,Misin12G096700.1.v7.1,OG0039078,1.999771562814678,Up,NADP-dependent oxidoreductase domain-containing protein,0009987,cellular process,0.324981449511
12,Mg,Misin13G081600.1.v7.1,OG0016166,1.9931695068307325,Up,Late embryogenesis abundant protein D-34-like,NA,NA,NA
13,Mg,Misin18G151700.1.v7.1,OG0016973,1.9678726797234425,Up,Reticulon-like protein (Fragment),0009617,response to bacterium,0.758801049562
14,Mg,Misin14G086000.1.v7.1,OG0002524,1.9174520289505512,Up,GRAM domain-containing protein,0098755,maintenance of seed dormancy by absisic acid,0.880866681285
14,Mg,Misin14G086000.1.v7.1,OG0002524,1.9174520289505512,Up,GRAM domain-containing protein,0009845,seed germination,0.854127887743
14,Mg,Misin14G086000.1.v7.1,OG0002524,1.9174520289505512,Up,GRAM domain-containing protein,0010029,regulation of seed germination,0.850786017246
14,Mg,Misin14G086000.1.v7.1,OG0002524,1.9174520289505512,Up,GRAM domain-containing protein,0009793,embryo development ending in seed dormancy,0.823417085143
14,Mg,Misin14G086000.1.v7.1,OG0002524,1.9174520289505512,Up,GRAM domain-containing protein,0006352,DNA-templated transcription initiation,0.392698998835
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0006144,purine nucleobase metabolic process,0.71862031577
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0010136,ureide catabolic process,0.557492426508
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0000256,allantoin catabolic process,0.506435835613
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0046113,nucleobase catabolic process,0.487870589979
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0072523,purine-containing compound catabolic process,0.459193389378
15,Mg,Misin14G145400.1.v7.1,OG0014160,1.9030598804461365,Up,Ureidoglycolate hydrolase,0009987,cellular process,0.395458000679
16,Mg,MisinT036500.1.v7.1,OG0017067,1.8749205243781744,Up,Tryptophan synthase,0006568,tryptophan metabolic process,0.767657626205
16,Mg,MisinT036500.1.v7.1,OG0017067,1.8749205243781744,Up,Tryptophan synthase,0000162,tryptophan biosynthetic process,0.730944024272
16,Mg,MisinT036500.1.v7.1,OG0017067,1.8749205243781744,Up,Tryptophan synthase,0006979,response to oxidative stress,0.342777751874
17,Mg,Misin17G176700.1.v7.1,OG0013692,1.8578476160269464,Up,NA,NA,NA,NA
18,Mg,MisinT206400.1.v7.1,OG0021874,1.8553323895720413,Up,galactinol--sucrose galactosyltransferase,0009414,response to water deprivation,0.597772982904
18,Mg,MisinT206400.1.v7.1,OG0021874,1.8553323895720413,Up,galactinol--sucrose galactosyltransferase,0006979,response to oxidative stress,0.525441759244
19,Mg,Misin02G173100.1.v7.1,OG0009444,1.825056923791063,Up,NA,0009737,response to abscisic acid,0.806433236637
19,Mg,Misin02G173100.1.v7.1,OG0009444,1.825056923791063,Up,NA,0006950,response to stress,0.477766962848
20,Mg,Misin02G374500.1.v7.1,OG0001139,1.8063062231374805,Up,Bet v I/Major latex protein domain-containing protein,0009738,abscisic acid-activated signaling pathway,0.822680294311
20,Mg,Misin02G374500.1.v7.1,OG0001139,1.8063062231374805,Up,Bet v I/Major latex protein domain-containing protein,0006952,defense response,0.685363728172
21,Mg,Misin16G248000.1.v7.1,OG0022194,1.7977212366360331,Up,Water stress and hypersensitive response domain-containing protein,0009269,response to desiccation,0.845446022042
22,Mg,Misin08G045800.1.v7.1,OG0023272,1.7489703732088666,Up,SNF1-related protein kinase regulatory subunit gamma-like PV42a,0009553,embryo sac development,0.505008955906
22,Mg,Misin08G045800.1.v7.1,OG0023272,1.7489703732088666,Up,SNF1-related protein kinase regulatory subunit gamma-like PV42a,0048443,stamen development,0.503975357846
23,Mg,Misin18G197900.1.v7.1,OG0019355,1.7110967936803845,Up,tryptophan synthase,0006568,tryptophan metabolic process,0.763413445491
23,Mg,Misin18G197900.1.v7.1,OG0019355,1.7110967936803845,Up,tryptophan synthase,0000162,tryptophan biosynthetic process,0.730944230079
24,Mg,Misin05G381000.1.v7.1,OG0005796,1.6770884249862987,Up,Peroxidase,0042744,hydrogen peroxide catabolic process,0.737367412159
24,Mg,Misin05G381000.1.v7.1,OG0005796,1.6770884249862987,Up,Peroxidase,0098869,cellular oxidant detoxification,0.688740161149
24,Mg,Misin05G381000.1.v7.1,OG0005796,1.6770884249862987,Up,Peroxidase,0006979,response to oxidative stress,0.683278562085
25,Mg,Misin03G046400.1.v7.1,OG0025362,1.6488561173197829,Up,tryptophan synthase,0006568,tryptophan metabolic process,0.767655739538
25,Mg,Misin03G046400.1.v7.1,OG0025362,1.6488561173197829,Up,tryptophan synthase,0000162,tryptophan biosynthetic process,0.730942287221
25,Mg,Misin03G046400.1.v7.1,OG0025362,1.6488561173197829,Up,tryptophan synthase,0052544,defense response by callose deposition in cell wall,0.409396103741
25,Mg,Misin03G046400.1.v7.1,OG0025362,1.6488561173197829,Up,tryptophan synthase,0009630,gravitropism,0.392769574258
25,Mg,Misin03G046400.1.v7.1,OG0025362,1.6488561173197829,Up,tryptophan synthase,0042742,defense response to bacterium,0.379793377908
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0051707,response to other organism,0.678648271407
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0010109,regulation of photosynthesis,0.464171309843
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0009854,oxidative photosynthetic carbon pathway,0.457338559029
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0050665,hydrogen peroxide biosynthetic process,0.409401298874
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0006952,defense response,0.369346206695
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0006537,glutamate biosynthetic process,0.352404279247
26,Mg,Misin11G222200.1.v7.1,NA,1.5934960267674187,Up,(S)-2-hydroxy-acid oxidase,0006614,SRP-dependent cotranslational protein targeting to membrane,0.348957363875
27,Mg,Misin01G418600.1.v7.1,OG0023753,1.5835474000281122,Up,Senescence domain-containing protein,NA,NA,NA
28,Mg,Misin01G050700.1.v7.1,OG0042291,1.542149417182183,Up,"Stem-specific protein TSJT1, putative, expressed",NA,NA,NA
29,Mg,Misin18G170000.1.v7.1,OG0005873,1.5157964293322683,Up,Glutathione S-transferase,0006749,glutathione metabolic process,0.730641033042
29,Mg,Misin18G170000.1.v7.1,OG0005873,1.5157964293322683,Up,Glutathione S-transferase,0009407,toxin catabolic process,0.5855158815
29,Mg,Misin18G170000.1.v7.1,OG0005873,1.5157964293322683,Up,Glutathione S-transferase,0098869,cellular oxidant detoxification,0.353745861122
30,Mg,Misin17G173700.1.v7.1,OG0022454,1.489484751059735,Up,Aminotransferase class-III,NA,NA,NA
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0008104,protein localization,0.454285742716
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0007165,signal transduction,0.451518653096
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0071367,cellular response to brassinosteroid stimulus,0.425637190516
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0071383,cellular response to steroid hormone stimulus,0.416215546577
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0048528,post-embryonic root development,0.377643604129
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0043248,proteasome assembly,0.366249460137
31,Mg,Misin10G188700.1.v7.1,OG0023602,1.480668473108693,Up,14-3-3 domain-containing protein,0006952,defense response,0.362390447007
32,Mg,Misin02G359400.1.v7.1,OG0000596,1.470758777381406,Up,Hydroxyproline-rich glycoprotein family protein,NA,NA,NA
33,Mg,Misin05G400200.1.v7.1,OG0015482,1.42449782852791,Up,DUF255 domain-containing protein,0005975,carbohydrate metabolic process,0.596580959743
33,Mg,Misin05G400200.1.v7.1,OG0015482,1.42449782852791,Up,DUF255 domain-containing protein,0009987,cellular process,0.396443061439
34,Mg,Misin02G401700.1.v7.1,OG0006466,1.402622431170499,Up,anthranilate synthase,0000162,tryptophan biosynthetic process,0.730943387388
34,Mg,Misin02G401700.1.v7.1,OG0006466,1.402622431170499,Up,anthranilate synthase,0006260,DNA replication,0.390914553157
35,Mg,Misin17G257700.1.v7.1,OG0020508,1.395967536280257,Up,AAA+ ATPase domain-containing protein,0051301,cell division,0.359197532827
36,Mg,Misin05G021700.1.v7.1,OG0009505,1.394232884139548,Up,4-methyl-5-thiazole monophosphate biosynthesis protein,1903189,glyoxal metabolic process,0.850775829877
37,Mg,Misin05G140500.1.v7.1,OG0014118,1.3366977609223287,Up,"Outer envelope pore protein 16-2, chloroplastic",0003333,amino acid transmembrane transport,0.687397951243
38,Mg,Misin05G173500.1.v7.1,OG0000891,1.323165928546216,Up,"Thiamine thiazole synthase, chloroplastic",0052837,thiazole biosynthetic process,0.809906339815
38,Mg,Misin05G173500.1.v7.1,OG0000891,1.323165928546216,Up,"Thiamine thiazole synthase, chloroplastic",0009228,thiamine biosynthetic process,0.732328101339
38,Mg,Misin05G173500.1.v7.1,OG0000891,1.323165928546216,Up,"Thiamine thiazole synthase, chloroplastic",0009409,response to cold,0.529251435233
38,Mg,Misin05G173500.1.v7.1,OG0000891,1.323165928546216,Up,"Thiamine thiazole synthase, chloroplastic",0006974,DNA damage response,0.455378258044
38,Mg,Misin05G173500.1.v7.1,OG0000891,1.323165928546216,Up,"Thiamine thiazole synthase, chloroplastic",0006952,defense response,0.343302053596
39,Mg,Misin03G281400.1.v7.1,OG0014773,1.306513042500675,Up,Glucose-6-phosphate/phosphate translocator 2,0015718,monocarboxylic acid transport,0.728958375325
39,Mg,Misin03G281400.1.v7.1,OG0014773,1.306513042500675,Up,Glucose-6-phosphate/phosphate translocator 2,0015748,organophosphate ester transport,0.723870415403
39,Mg,Misin03G281400.1.v7.1,OG0014773,1.306513042500675,Up,Glucose-6-phosphate/phosphate translocator 2,1905039,carboxylic acid transmembrane transport,0.711536008784
39,Mg,Misin03G281400.1.v7.1,OG0014773,1.306513042500675,Up,Glucose-6-phosphate/phosphate translocator 2,1901264,carbohydrate derivative transport,0.453782077696
40,Mg,Misin11G171000.1.v7.1,OG0013568,1.3029032692056064,Up,Calcium-transporting ATPase,0070588,calcium ion transmembrane transport,0.734283344471
40,Mg,Misin11G171000.1.v7.1,OG0013568,1.3029032692056064,Up,Calcium-transporting ATPase,0009414,response to water deprivation,0.454737113174
40,Mg,Misin11G171000.1.v7.1,OG0013568,1.3029032692056064,Up,Calcium-transporting ATPase,0009409,response to cold,0.445787828367
41,Mg,Misin08G281600.1.v7.1,OG0012590,1.258996839160906,Up,Peptidase M48 domain-containing protein,0051603,proteolysis involved in protein catabolic process,0.654847457005
41,Mg,Misin08G281600.1.v7.1,OG0012590,1.258996839160906,Up,Peptidase M48 domain-containing protein,0009987,cellular process,0.397726714301
42,Mg,Misin07G346000.1.v7.1,OG0009746,1.2112000064662436,Up,Pectinesterase inhibitor domain-containing protein,NA,NA,NA
43,Mg,Misin19G055000.1.v7.1,OG0002559,1.2030374886916455,Up,Pre-mRNA-processing-splicing factor 8A,0000398,"mRNA splicing, via spliceosome",0.703348548148
43,Mg,Misin19G055000.1.v7.1,OG0002559,1.2030374886916455,Up,Pre-mRNA-processing-splicing factor 8A,0022618,protein-RNA complex assembly,0.574581676787
44,Mg,Misin09G173300.1.v7.1,OG0023602,1.1965686458784943,Up,NA,NA,NA,NA
45,Mg,Misin12G270100.1.v7.1,OG0035352,1.1947673980108289,Up,DJ-1 homolog D,0019249,lactate biosynthetic process,0.822905796612
45,Mg,Misin12G270100.1.v7.1,OG0035352,1.1947673980108289,Up,DJ-1 homolog D,0061727,methylglyoxal catabolic process to lactate,0.792357888094
46,Mg,Misin01G502300.1.v7.1,OG0018330,1.152859731372018,Up,Blue fluorescent1,0000162,tryptophan biosynthetic process,0.730867267788
47,Mg,Misin01G018500.1.v7.1,OG0018028,1.1465203971073687,Up,Galactokinase,0006012,galactose metabolic process,0.755947209386
47,Mg,Misin01G018500.1.v7.1,OG0018028,1.1465203971073687,Up,Galactokinase,0046835,carbohydrate phosphorylation,0.736201404943
48,Mg,Misin07G367300.1.v7.1,OG0009761,1.138774247590945,Up,glutathione transferase,0006559,L-phenylalanine catabolic process,0.743441650237
48,Mg,Misin07G367300.1.v7.1,OG0009761,1.138774247590945,Up,glutathione transferase,0006749,glutathione metabolic process,0.701402353243
49,Mg,Misin18G109800.1.v7.1,OG0024817,1.1326264600193368,Up,Pyruvate dehydrogenase E1 component subunit alpha,0006086,acetyl-CoA biosynthetic process from pyruvate,0.772439751836
