tmt_batch,protein_id,sample,season,normalized_abundance,log_abundance
1,Td00001aa039777_T001,C004-3,Summer,89.3,4.492001499080661
1,Td00001aa039777_T001,C002-1,Winter,36.4,3.594568802115222
1,Td00001aa039777_T001,C002-2,Winter,36.9,3.608211578146752
1,Td00001aa039777_T001,C002-3,Winter,42.3,3.744787109692894
1,Td00001aa039777_T001,C004-1,Winter,61.8,4.123903380644875
1,Td00001aa039777_T001,C004-2,Winter,59,4.077537460854872
1,Td00001aa039777_T001,C004-3,Winter,62.8,4.13995508939772
1,Td00001aa008573_T001,C002-1,Summer,177.5,5.178970614549273
1,Td00001aa008573_T001,C002-2,Summer,153.5,5.03370057354191
1,Td00001aa008573_T001,C002-3,Summer,178.2,5.182906520648381
1,Td00001aa008573_T001,C004-1,Summer,202.9,5.3127132517603055
1,Td00001aa008573_T001,C004-2,Summer,180.7,5.196838203132217
1,Td00001aa008573_T001,C004-3,Summer,168.3,5.125748107138531
1,Td00001aa008573_T001,C002-1,Winter,151.1,5.0179418758968275
1,Td00001aa008573_T001,C002-2,Winter,164.6,5.103518294318303
1,Td00001aa008573_T001,C002-3,Winter,142.2,4.957234524401489
1,Td00001aa008573_T001,C004-1,Winter,154.8,5.042133967615575
1,Td00001aa008573_T001,C004-2,Winter,175.2,5.1659281842100535
1,Td00001aa008573_T001,C004-3,Winter,110.3,4.703203935325639
1,Td00001aa028544_T002,C002-1,Summer,49,3.8918203185187896
1,Td00001aa028544_T002,C002-2,Summer,46.4,3.8372994807839333
1,Td00001aa028544_T002,C002-3,Summer,47.8,3.867025660417912
1,Td00001aa028544_T002,C004-1,Summer,44.3,3.790984699624453
1,Td00001aa028544_T002,C004-2,Summer,55.1,4.009149734307689
1,Td00001aa028544_T002,C004-3,Summer,56.2,4.02891677469324
1,Td00001aa028544_T002,C002-1,Winter,23,3.13549425940741
1,Td00001aa028544_T002,C002-2,Winter,26.1,3.261935352642823
1,Td00001aa028544_T002,C002-3,Winter,27.1,3.2995337647860237
1,Td00001aa028544_T002,C004-1,Winter,39,3.6635616717706716
1,Td00001aa028544_T002,C004-2,Winter,33.2,3.5025499060429244
1,Td00001aa028544_T002,C004-3,Winter,34.7,3.546739715771257
1,Td00001aa042128_T001,C002-1,Summer,42.3,3.744787109692894
1,Td00001aa042128_T001,C002-2,Summer,48.9,3.8897774169307238
1,Td00001aa042128_T001,C002-3,Summer,44.9,3.8044378170199233
1,Td00001aa042128_T001,C004-1,Summer,51.6,3.9435216918673617
1,Td00001aa042128_T001,C004-2,Summer,54.7,4.001863727709471
1,Td00001aa042128_T001,C004-3,Summer,47.9,3.869115525293696
1,Td00001aa042128_T001,C002-1,Winter,31.6,3.4531571522384357
1,Td00001aa042128_T001,C002-2,Winter,37.5,3.6243409596430314
1,Td00001aa042128_T001,C002-3,Winter,59,4.077537460854872
1,Td00001aa042128_T001,C004-1,Winter,45.9,3.8264651388529916
1,Td00001aa042128_T001,C004-2,Winter,41.7,3.7305011527855707
1,Td00001aa042128_T001,C004-3,Winter,45.9,3.8264651388529916
1,Td00001aa019339_T001,C002-1,Summer,112.3,4.721173870649117
1,Td00001aa019339_T001,C002-2,Summer,140.6,4.94591898648894
1,Td00001aa019339_T001,C002-3,Summer,108.2,4.683981375654525
1,Td00001aa019339_T001,C004-1,Summer,165.1,5.106551356983018
1,Td00001aa019339_T001,C004-2,Summer,148.3,4.999237255886975
1,Td00001aa019339_T001,C004-3,Summer,94.8,4.551769419809499
1,Td00001aa019339_T001,C002-1,Winter,114.3,4.738826579549671
1,Td00001aa019339_T001,C002-2,Winter,120.9,4.794963765892046
1,Td00001aa019339_T001,C002-3,Winter,179.8,5.191845127599255
1,Td00001aa019339_T001,C004-1,Winter,74.3,4.308110965182664
1,Td00001aa019339_T001,C004-2,Winter,154.3,5.038898765849996
1,Td00001aa019339_T001,C004-3,Winter,117.8,4.76898827970645
1,Td00001aa024871_T001,C002-1,Summer,36.1,3.586292893039666
1,Td00001aa024871_T001,C002-2,Summer,30.2,3.4078419574934062
1,Td00001aa024871_T001,C002-3,Summer,33.3,3.5055574270164276
1,Td00001aa024871_T001,C004-1,Summer,30.1,3.404525204977421
1,Td00001aa024871_T001,C004-2,Summer,26,3.2580965764830196
1,Td00001aa024871_T001,C004-3,Summer,30.4,3.414442641306912
1,Td00001aa024871_T001,C002-1,Winter,4.8,1.568616126247157
1,Td00001aa024871_T001,C002-2,Winter,11.6,2.4510051843192118
1,Td00001aa024871_T001,C002-3,Winter,0,-13.815510557964274
1,Td00001aa024871_T001,C004-1,Winter,12.2,2.5014360337064203
1,Td00001aa024871_T001,C004-2,Winter,0,-13.815510557964274
1,Td00001aa024871_T001,C004-3,Winter,0,-13.815510557964274
1,Td00001aa003944_T004,C002-1,Summer,126,4.836281914887986
1,Td00001aa003944_T004,C002-2,Summer,121.2,4.7974420818860395
1,Td00001aa003944_T004,C002-3,Summer,97.4,4.57882622091543
1,Td00001aa003944_T004,C004-1,Summer,102.5,4.62986280833456
1,Td00001aa003944_T004,C004-2,Summer,89.1,4.489759345700108
1,Td00001aa003944_T004,C004-3,Summer,98.1,4.585987376764997
1,Td00001aa003944_T004,C002-1,Winter,57.1,4.0448041341750995
1,Td00001aa003944_T004,C002-2,Winter,68.3,4.223909781218032
1,Td00001aa003944_T004,C002-3,Winter,70.9,4.261270447642454
1,Td00001aa003944_T004,C004-1,Winter,72,4.2766661329049445
1,Td00001aa003944_T004,C004-2,Winter,74.1,4.3054155457973176
1,Td00001aa003944_T004,C004-3,Winter,70.8,4.2598590148239674
1,Td00001aa015946_T001,C002-1,Summer,214.6,5.3687758348564305
1,Td00001aa015946_T001,C002-2,Summer,234.6,5.45788194048195
1,Td00001aa015946_T001,C002-3,Summer,219,5.389071734382711
1,Td00001aa015946_T001,C004-1,Summer,217.7,5.383117972833979
1,Td00001aa015946_T001,C004-2,Summer,197.5,5.285738589404468
1,Td00001aa015946_T001,C004-3,Summer,207.6,5.335613156108689
1,Td00001aa015946_T001,C002-1,Winter,242.7,5.491826116852868
1,Td00001aa015946_T001,C002-2,Winter,245.6,5.503704200344648
1,Td00001aa015946_T001,C002-3,Winter,271,5.602118824569738
1,Td00001aa015946_T001,C004-1,Winter,247,5.50938834067656
1,Td00001aa015946_T001,C004-2,Winter,219.7,5.392262983942226
1,Td00001aa015946_T001,C004-3,Winter,194.7,5.271459917514261
1,Td00001aa002628_T001,C002-1,Summer,51.8,3.947390168570456
1,Td00001aa002628_T001,C002-2,Summer,62.1,4.128746005042492
1,Td00001aa002628_T001,C002-3,Summer,63.8,4.155753206024725
1,Td00001aa002628_T001,C004-1,Summer,74.3,4.308110965182664
1,Td00001aa002628_T001,C004-2,Summer,61,4.1108738805667535
1,Td00001aa002628_T001,C004-3,Summer,70.1,4.24992280830588
1,Td00001aa002628_T001,C002-1,Winter,61,4.1108738805667535
1,Td00001aa002628_T001,C002-2,Winter,65.2,4.17745948427003
1,Td00001aa002628_T001,C002-3,Winter,44.1,3.786459805128537
1,Td00001aa002628_T001,C004-1,Winter,49.4,3.8999504444367914
1,Td00001aa002628_T001,C004-2,Winter,50.8,3.9278963742694755
1,Td00001aa002628_T001,C004-3,Winter,63.6,4.152613486069347
1,Td00001aa042269_T001,C002-1,Summer,21,3.0445224853424695
1,Td00001aa042269_T001,C002-2,Summer,52.2,3.955082514045681
1,Td00001aa042269_T001,C002-3,Summer,20.1,3.000719864816273
1,Td00001aa042269_T001,C004-1,Summer,25,3.2188758648682
1,Td00001aa042269_T001,C004-2,Summer,21.6,3.0726933609864147
1,Td00001aa042269_T001,C004-3,Summer,34.9,3.552486857861676
1,Td00001aa042269_T001,C002-1,Winter,91.6,4.517431282597115
1,Td00001aa042269_T001,C002-2,Winter,42.4,3.7471483858228174
1,Td00001aa042269_T001,C002-3,Winter,14.5,2.6741487183920434
1,Td00001aa042269_T001,C004-1,Winter,28.1,3.3357696119268883
1,Td00001aa042269_T001,C004-2,Winter,117.5,4.766438342094852
1,Td00001aa042269_T001,C004-3,Winter,10.2,2.322387818329436
1,Td00001aa039653_T001,C002-1,Summer,119.9,4.786658070373752
1,Td00001aa039653_T001,C002-2,Summer,139,4.934473940324937
1,Td00001aa039653_T001,C002-3,Summer,137.7,4.925077412996774
1,Td00001aa039653_T001,C004-1,Summer,109.9,4.699570870508757
1,Td00001aa039653_T001,C004-2,Summer,107.2,4.67469625796506
1,Td00001aa039653_T001,C004-3,Summer,117.4,4.765586915911884
1,Td00001aa039653_T001,C002-1,Winter,82,4.406719259459375
1,Td00001aa039653_T001,C002-2,Winter,114.1,4.737075265632272
1,Td00001aa039653_T001,C002-3,Winter,82.9,4.417635074203975
1,Td00001aa039653_T001,C004-1,Winter,94.1,4.544358057218326
1,Td00001aa039653_T001,C004-2,Winter,87.9,4.4761998160676955
1,Td00001aa039653_T001,C004-3,Winter,76.9,4.3425058895154995
1,Td00001aa001215_T001,C002-1,Summer,71.7,4.272490761552576
1,Td00001aa001215_T001,C002-2,Summer,77.4,4.348986793515578
1,Td00001aa001215_T001,C002-3,Summer,84.2,4.433194933124765
1,Td00001aa001215_T001,C004-1,Summer,79.8,4.379523516987091
1,Td00001aa001215_T001,C004-2,Summer,71.6,4.27109508793308
1,Td00001aa001215_T001,C004-3,Summer,63.9,4.157319377032941
1,Td00001aa001215_T001,C002-1,Winter,55.9,4.023564398050141
1,Td00001aa001215_T001,C002-2,Winter,60.6,4.104294909576919
1,Td00001aa001215_T001,C002-3,Winter,71.3,4.266896341445496
1,Td00001aa001215_T001,C004-1,Winter,59.1,4.0792309413325265
1,Td00001aa001215_T001,C004-2,Winter,66.7,4.200204967914082
1,Td00001aa001215_T001,C004-3,Winter,52.9,3.968403357767845
1,Td00001aa009459_T003,C002-1,Summer,79.7,4.378269598343221
1,Td00001aa009459_T003,C002-2,Summer,71.6,4.27109508793308
1,Td00001aa009459_T003,C002-3,Summer,77.2,4.346399469984099
1,Td00001aa009459_T003,C004-1,Summer,86.4,4.458987687384084
1,Td00001aa009459_T003,C004-2,Summer,84.1,4.432006578869508
1,Td00001aa009459_T003,C004-3,Summer,86.6,4.461299827115734
1,Td00001aa009459_T003,C002-1,Winter,55.5,4.016383038770407
1,Td00001aa009459_T003,C002-2,Winter,41.7,3.7305011527855707
1,Td00001aa009459_T003,C002-3,Winter,60.1,4.096009858180097
1,Td00001aa009459_T003,C004-1,Winter,56.3,4.030694552907634
1,Td00001aa009459_T003,C004-2,Winter,49.4,3.8999504444367914
1,Td00001aa009459_T003,C004-3,Winter,67,4.204692634316339
1,Td00001aa030336_T001,C002-1,Summer,77.1,4.345103293539452
1,Td00001aa030336_T001,C002-2,Summer,110.6,4.705920098129826
1,Td00001aa030336_T001,C002-3,Summer,112.9,4.726502480013012
1,Td00001aa030336_T001,C004-1,Summer,115.2,4.746669756942346
1,Td00001aa030336_T001,C004-2,Summer,147.6,4.99450591894144
1,Td00001aa030336_T001,C004-3,Summer,113.3,4.730039176860086
1,Td00001aa030336_T001,C002-1,Winter,97.1,4.57574138559594
1,Td00001aa030336_T001,C002-2,Winter,85.4,4.447346112504126
1,Td00001aa030336_T001,C002-3,Winter,79.2,4.371976311446643
1,Td00001aa030336_T001,C004-1,Winter,76.4,4.33598270926148
1,Td00001aa030336_T001,C004-2,Winter,91.7,4.518522390167544
1,Td00001aa030336_T001,C004-3,Winter,63.8,4.155753206024725
1,Td00001aa010005_T003,C002-1,Summer,94.3,4.546481200243866
1,Td00001aa010005_T003,C002-2,Summer,107.1,4.673762986790771
1,Td00001aa010005_T003,C002-3,Summer,135,4.905274785845837
1,Td00001aa010005_T003,C004-1,Summer,80.9,4.393213836425385
1,Td00001aa010005_T003,C004-2,Summer,96,4.564348201884503
1,Td00001aa010005_T003,C004-3,Summer,93.3,4.5358201185714115
1,Td00001aa010005_T003,C002-1,Winter,75.3,4.32148014808606
1,Td00001aa010005_T003,C002-2,Winter,88.7,4.485259900589491
1,Td00001aa010005_T003,C002-3,Winter,90.8,4.508659296620463
1,Td00001aa010005_T003,C004-1,Winter,65,4.174387285280252
1,Td00001aa010005_T003,C004-2,Winter,76.1,4.332048278008244
1,Td00001aa010005_T003,C004-3,Winter,61.7,4.122283947118797
1,Td00001aa007999_T002,C002-1,Summer,141.7,4.953712153753798
1,Td00001aa007999_T002,C002-2,Summer,145.5,4.980176093484399
1,Td00001aa007999_T002,C002-3,Summer,141.8,4.954417621150213
1,Td00001aa007999_T002,C004-1,Summer,148.7,5.001930860191059
1,Td00001aa007999_T002,C004-2,Summer,135.9,4.91191932851545
1,Td00001aa007999_T002,C004-3,Summer,157.9,5.0619619275947185
1,Td00001aa007999_T002,C002-1,Winter,137.5,4.923623924379354
1,Td00001aa007999_T002,C002-2,Winter,120.2,4.789157030420575
1,Td00001aa007999_T002,C002-3,Winter,111.1,4.710430705646484
1,Td00001aa007999_T002,C004-1,Winter,139.1,4.9351931061184695
1,Td00001aa007999_T002,C004-2,Winter,140.3,4.943782994235999
1,Td00001aa007999_T002,C004-3,Winter,143.2,4.964242261509785
1,Td00001aa038363_T007,C002-1,Summer,172.1,5.148075709028069
1,Td00001aa038363_T007,C002-2,Summer,186.8,5.230038531148061
1,Td00001aa038363_T007,C002-3,Summer,219.2,5.389984559635904
1,Td00001aa038363_T007,C004-1,Summer,216.2,5.376203909830455
1,Td00001aa038363_T007,C004-2,Summer,197.8,5.287256424244224
1,Td00001aa038363_T007,C004-3,Summer,189.5,5.2443890297995255
1,Td00001aa038363_T007,C002-1,Winter,113,4.727387827561898
1,Td00001aa038363_T007,C002-2,Winter,124.4,4.823502188343665
1,Td00001aa038363_T007,C002-3,Winter,134.6,4.902307424640048
1,Td00001aa038363_T007,C004-1,Winter,147.2,4.991792213088254
1,Td00001aa038363_T007,C004-2,Winter,136.5,4.916324621951022
1,Td00001aa038363_T007,C004-3,Winter,114.9,4.74406219355793
1,Td00001aa033973_T001,C002-1,Summer,78,4.356708839510104
1,Td00001aa033973_T001,C002-2,Summer,98.6,4.591071271750577
1,Td00001aa033973_T001,C002-3,Summer,83.5,4.424846643832858
1,Td00001aa033973_T001,C004-1,Summer,63.7,4.154184578276705
1,Td00001aa033973_T001,C004-2,Summer,84.2,4.433194933124765
1,Td00001aa033973_T001,C004-3,Summer,59,4.077537460854872
1,Td00001aa033973_T001,C002-1,Winter,62,4.127134401174124
1,Td00001aa033973_T001,C002-2,Winter,53.6,3.9815490867334726
1,Td00001aa033973_T001,C002-3,Winter,49.2,3.8958936438234657
1,Td00001aa033973_T001,C004-1,Winter,54.2,3.992680926895785
1,Td00001aa033973_T001,C004-2,Winter,64.3,4.163559646795673
1,Td00001aa033973_T001,C004-3,Winter,47.5,3.860729732093227
1,Td00001aa014317_T003,C002-1,Summer,190.1,5.247550254754772
1,Td00001aa014317_T003,C002-2,Summer,185.9,5.225208900106635
1,Td00001aa014317_T003,C002-3,Summer,166.7,5.116195795755549
1,Td00001aa014317_T003,C004-1,Summer,220.3,5.394990258347562
1,Td00001aa014317_T003,C004-2,Summer,201,5.3033049130342
1,Td00001aa014317_T003,C004-3,Summer,227.3,5.42627073525797
1,Td00001aa014317_T003,C002-1,Winter,261.3,5.565669176353586
1,Td00001aa014317_T003,C002-2,Winter,281.8,5.641197603013196
1,Td00001aa014317_T003,C002-3,Winter,318.4,5.763308457110932
1,Td00001aa014317_T003,C004-1,Winter,332.6,5.806940569765442
1,Td00001aa014317_T003,C004-2,Winter,333.6,5.809942673482194
1,Td00001aa014317_T003,C004-3,Winter,336.6,5.818895284727591
1,Td00001aa017581_T001,C002-1,Summer,59.5,4.0859763293583065
1,Td00001aa017581_T001,C002-2,Summer,44.1,3.786459805128537
1,Td00001aa017581_T001,C002-3,Summer,51,3.9318256523321686
1,Td00001aa017581_T001,C004-1,Summer,53.1,3.9721769470802846
1,Td00001aa017581_T001,C004-2,Summer,48.8,3.8877303333509046
1,Td00001aa017581_T001,C004-3,Summer,55.5,4.016383038770407
1,Td00001aa017581_T001,C002-1,Winter,51.4,3.939638191916372
1,Td00001aa017581_T001,C002-2,Winter,57.7,4.055257190845076
1,Td00001aa017581_T001,C002-3,Winter,41.2,3.7184382806273253
1,Td00001aa017581_T001,C004-1,Winter,65,4.174387285280252
1,Td00001aa017581_T001,C004-2,Winter,53.3,3.9759363499335247
1,Td00001aa017581_T001,C004-3,Winter,35.8,3.577947921339615
1,Td00001aa039806_T006,C002-1,Summer,38.8,3.6584202724024233
1,Td00001aa039806_T006,C002-2,Summer,57.7,4.055257190845076
1,Td00001aa039806_T006,C002-3,Summer,36.9,3.608211578146752
1,Td00001aa039806_T006,C004-1,Summer,36.1,3.586292893039666
1,Td00001aa039806_T006,C004-2,Summer,41,3.7135720910945516
1,Td00001aa039806_T006,C004-3,Summer,29.7,3.391147079478687
1,Td00001aa039806_T006,C002-1,Winter,36.5,3.5973122879857056
1,Td00001aa039806_T006,C002-2,Winter,38.6,3.6532523023775205
1,Td00001aa039806_T006,C002-3,Winter,35.8,3.577947921339615
1,Td00001aa039806_T006,C004-1,Winter,39.4,3.6737658416845984
1,Td00001aa039806_T006,C004-2,Winter,47,3.850147622986654
1,Td00001aa039806_T006,C004-3,Winter,23.5,3.157000463703304
1,Td00001aa006367_T003,C002-1,Summer,18.9,2.939161974975648
1,Td00001aa006367_T003,C002-2,Summer,21.7,3.077312306629362
1,Td00001aa006367_T003,C002-3,Summer,17,2.833213402879744
1,Td00001aa006367_T003,C004-1,Summer,15.5,2.740840088441328
1,Td00001aa006367_T003,C004-2,Summer,17.9,2.8848007687126294
1,Td00001aa006367_T003,C004-3,Summer,17.9,2.8848007687126294
1,Td00001aa006367_T003,C002-1,Winter,16.8,2.821378945933021
1,Td00001aa006367_T003,C002-2,Winter,13.8,2.6246686646269244
1,Td00001aa006367_T003,C002-3,Winter,17.4,2.856470263691746
1,Td00001aa006367_T003,C004-1,Winter,12.9,2.557227388887003
1,Td00001aa006367_T003,C004-2,Winter,25.8,3.250374530687261
1,Td00001aa006367_T003,C004-3,Winter,19,2.944439031798018
1,Td00001aa035294_T001,C002-1,Summer,115.5,4.749270538619857
1,Td00001aa035294_T001,C002-2,Summer,138.5,4.93087033284761
1,Td00001aa035294_T001,C002-3,Summer,104.8,4.6520537814289264
1,Td00001aa035294_T001,C004-1,Summer,185.9,5.225208900106635
1,Td00001aa035294_T001,C004-2,Summer,141.5,4.95229972415043
1,Td00001aa035294_T001,C004-3,Summer,135.4,4.908233367863699
1,Td00001aa035294_T001,C002-1,Winter,59.5,4.0859763293583065
1,Td00001aa035294_T001,C002-2,Winter,57.5,4.051784965194609
1,Td00001aa035294_T001,C002-3,Winter,83.9,4.429625625392112
1,Td00001aa035294_T001,C004-1,Winter,84.4,4.4355674134502525
1,Td00001aa035294_T001,C004-2,Winter,63.4,4.149463877216051
1,Td00001aa035294_T001,C004-3,Winter,95.4,4.5580785889364215
1,Td00001aa039118_T001,C002-1,Summer,46.7,3.8437441860881276
1,Td00001aa039118_T001,C002-2,Summer,62.1,4.128746005042492
1,Td00001aa039118_T001,C002-3,Summer,59.7,4.089332037148975
1,Td00001aa039118_T001,C004-1,Summer,53.3,3.9759363499335247
1,Td00001aa039118_T001,C004-2,Summer,36.3,3.591817768819014
1,Td00001aa039118_T001,C004-3,Summer,50.4,3.9199911949185924
1,Td00001aa039118_T001,C002-1,Winter,41.2,3.7184382806273253
1,Td00001aa039118_T001,C002-2,Winter,35.6,3.572345665947872
1,Td00001aa039118_T001,C002-3,Winter,30,3.401197414995488
1,Td00001aa039118_T001,C004-1,Winter,57,4.04305128537841
1,Td00001aa039118_T001,C004-2,Winter,40.6,3.7037680912382287
1,Td00001aa039118_T001,C004-3,Winter,38.5,3.6506582672677643
1,Td00001aa028624_T001,C002-1,Summer,46.7,3.8437441860881276
1,Td00001aa028624_T001,C002-2,Summer,33,3.49650759176951
1,Td00001aa028624_T001,C002-3,Summer,37.9,3.6349511384736046
1,Td00001aa028624_T001,C004-1,Summer,24.2,3.186352674484954
1,Td00001aa028624_T001,C004-2,Summer,30.1,3.404525204977421
1,Td00001aa028624_T001,C004-3,Summer,20.1,3.000719864816273
1,Td00001aa028624_T001,C002-1,Winter,32,3.465735934049726
1,Td00001aa028624_T001,C002-2,Winter,33.8,3.5204608320747712
1,Td00001aa028624_T001,C002-3,Winter,35.5,3.569532724650384
1,Td00001aa028624_T001,C004-1,Winter,15.5,2.740840088441328
1,Td00001aa028624_T001,C004-2,Winter,29.7,3.391147079478687
1,Td00001aa028624_T001,C004-3,Winter,21.9,3.0864866824845545
1,Td00001aa039129_T001,C002-1,Summer,93.5,4.537961446989828
1,Td00001aa039129_T001,C002-2,Summer,115.9,4.752727758973834
1,Td00001aa039129_T001,C002-3,Summer,130.4,4.8706066571612645
1,Td00001aa039129_T001,C004-1,Summer,122.2,4.805659054920801
1,Td00001aa039129_T001,C004-2,Summer,118.7,4.776599310040222
1,Td00001aa039129_T001,C004-3,Summer,120.4,4.790819541180369
1,Td00001aa039129_T001,C002-1,Winter,144.5,4.973279514472902
1,Td00001aa039129_T001,C002-2,Winter,130.3,4.869839491805396
1,Td00001aa039129_T001,C002-3,Winter,137.5,4.923623924379354
1,Td00001aa039129_T001,C004-1,Winter,133.1,4.8911007329142135
1,Td00001aa039129_T001,C004-2,Winter,187.8,5.235377572098976
1,Td00001aa039129_T001,C004-3,Winter,141.8,4.954417621150213
1,Td00001aa026116_T001,C002-1,Summer,36.7,3.6027767823084806
1,Td00001aa026116_T001,C002-2,Summer,32.8,3.490428545877902
1,Td00001aa026116_T001,C002-3,Summer,46.3,3.8351419826904602
1,Td00001aa026116_T001,C004-1,Summer,31.2,3.440418126866718
1,Td00001aa026116_T001,C004-2,Summer,40.9,3.7111300874986335
1,Td00001aa026116_T001,C004-3,Summer,31.5,3.4499875775776188
1,Td00001aa026116_T001,C002-1,Winter,21.3,3.0587071196637354
1,Td00001aa026116_T001,C002-2,Winter,41.2,3.7184382806273253
1,Td00001aa026116_T001,C002-3,Winter,10.9,2.388762880978213
1,Td00001aa026116_T001,C004-1,Winter,30.2,3.4078419574934062
1,Td00001aa026116_T001,C004-2,Winter,29.1,3.3707382085417077
1,Td00001aa026116_T001,C004-3,Winter,27,3.2958369030413657
1,Td00001aa032177_T001,C002-1,Summer,115.9,4.752727758973834
1,Td00001aa032177_T001,C002-2,Summer,105.8,4.661550528875995
1,Td00001aa032177_T001,C002-3,Summer,111.9,4.71760562425443
1,Td00001aa032177_T001,C004-1,Summer,91.7,4.518522390167544
1,Td00001aa032177_T001,C004-2,Summer,111.2,4.711330390809287
1,Td00001aa032177_T001,C004-3,Summer,111.3,4.712229267266225
1,Td00001aa032177_T001,C002-1,Winter,66.3,4.194189912274773
1,Td00001aa032177_T001,C002-2,Winter,69.1,4.235554745245404
1,Td00001aa032177_T001,C002-3,Winter,76.7,4.33990172141102
1,Td00001aa032177_T001,C004-1,Winter,64.8,4.171305618790328
1,Td00001aa032177_T001,C004-2,Winter,92.8,4.530446650568017
1,Td00001aa032177_T001,C004-3,Winter,47.8,3.867025660417912
1,Td00001aa004960_T001,C002-1,Summer,18.2,2.901421649027803
1,Td00001aa004960_T001,C002-2,Summer,10.2,2.322387818329436
1,Td00001aa004960_T001,C002-3,Summer,18.5,2.9177707861383317
1,Td00001aa004960_T001,C004-1,Summer,16.5,2.8033604415125937
1,Td00001aa004960_T001,C004-2,Summer,18.7,2.9285235773364753
1,Td00001aa004960_T001,C004-3,Summer,24,3.1780538720146114
1,Td00001aa004960_T001,C002-1,Winter,19.5,2.970414516851751
1,Td00001aa004960_T001,C002-2,Winter,25.7,3.2464910308116792
1,Td00001aa004960_T001,C002-3,Winter,23.5,3.157000463703304
1,Td00001aa004960_T001,C004-1,Winter,31.1,3.437207851339529
1,Td00001aa004960_T001,C004-2,Winter,23.9,3.1738785007784682
1,Td00001aa004960_T001,C004-3,Winter,17.4,2.856470263691746
1,Td00001aa031502_T001,C002-1,Summer,123,4.812184363502499
1,Td00001aa031502_T001,C002-2,Summer,138.1,4.927978067656376
1,Td00001aa031502_T001,C002-3,Summer,145.1,4.977423166781941
1,Td00001aa031502_T001,C004-1,Summer,92.5,4.52720865532919
1,Td00001aa031502_T001,C004-2,Summer,115.6,4.750135964888796
1,Td00001aa031502_T001,C004-3,Summer,131.9,4.88204406730477
1,Td00001aa031502_T001,C002-1,Winter,127.9,4.851248716403405
1,Td00001aa031502_T001,C002-2,Winter,123.3,4.814620418280598
1,Td00001aa031502_T001,C002-3,Winter,133.5,4.894101485330941
1,Td00001aa031502_T001,C004-1,Winter,155,5.043425123370859
1,Td00001aa031502_T001,C004-2,Winter,129.6,4.864452791634224
1,Td00001aa031502_T001,C004-3,Winter,117,4.762173943344765
1,Td00001aa023677_T001,C002-1,Summer,52,3.9512437378121965
1,Td00001aa023677_T001,C002-2,Summer,59.1,4.0792309413325265
1,Td00001aa023677_T001,C002-3,Summer,72.8,4.287715968938904
1,Td00001aa023677_T001,C004-1,Summer,66.4,4.195697071542629
1,Td00001aa023677_T001,C004-2,Summer,54.8,4.0036902122021445
1,Td00001aa023677_T001,C004-3,Summer,67.9,4.2180360492921904
1,Td00001aa023677_T001,C002-1,Winter,61.8,4.123903380644875
1,Td00001aa023677_T001,C002-2,Winter,49.6,3.903990853892172
1,Td00001aa023677_T001,C002-3,Winter,52.5,3.9608131886451967
1,Td00001aa023677_T001,C004-1,Winter,51,3.9318256523321686
1,Td00001aa023677_T001,C004-2,Winter,47.8,3.867025660417912
1,Td00001aa023677_T001,C004-3,Winter,52.1,3.953164967953179
1,Td00001aa025935_T002,C002-1,Summer,87.4,4.470495294103137
1,Td00001aa025935_T002,C002-2,Summer,76,4.330733353444225
1,Td00001aa025935_T002,C002-3,Summer,86.9,4.464758043778827
1,Td00001aa025935_T002,C004-1,Summer,82.3,4.410371119833692
1,Td00001aa025935_T002,C004-2,Summer,70.4,4.254193277368542
1,Td00001aa025935_T002,C004-3,Summer,77.2,4.346399469984099
1,Td00001aa025935_T002,C002-1,Winter,72.1,4.278054058160529
1,Td00001aa025935_T002,C002-2,Winter,66.5,4.197201962699403
1,Td00001aa025935_T002,C002-3,Winter,90.1,4.5009201757130715
1,Td00001aa025935_T002,C004-1,Winter,58.1,4.062165681069569
1,Td00001aa025935_T002,C004-2,Winter,69.2,4.2370008770744905
1,Td00001aa025935_T002,C004-3,Winter,87.3,4.4693504743003105
1,Td00001aa032249_T001,C002-1,Summer,63.1,4.144720785395028
1,Td00001aa032249_T001,C002-2,Summer,75.3,4.32148014808606
1,Td00001aa032249_T001,C002-3,Summer,70.6,4.257030158663502
1,Td00001aa032249_T001,C004-1,Summer,77.4,4.348986793515578
1,Td00001aa032249_T001,C004-2,Summer,75.6,4.325456296413001
1,Td00001aa032249_T001,C004-3,Summer,60.1,4.096009858180097
1,Td00001aa032249_T001,C002-1,Winter,49.2,3.8958936438234657
1,Td00001aa032249_T001,C002-2,Winter,50.2,3.916015046618002
1,Td00001aa032249_T001,C002-3,Winter,58.6,4.070734713647814
1,Td00001aa032249_T001,C004-1,Winter,54,3.988984065082793
1,Td00001aa032249_T001,C004-2,Winter,70.6,4.257030158663502
1,Td00001aa032249_T001,C004-3,Winter,54.8,4.0036902122021445
1,Td00001aa036987_T001,C002-1,Summer,242.1,5.4893508680745375
1,Td00001aa036987_T001,C002-2,Summer,263.9,5.575570247298592
1,Td00001aa036987_T001,C002-3,Summer,263.4,5.573673793105688
1,Td00001aa036987_T001,C004-1,Summer,279.5,5.633002296172972
1,Td00001aa036987_T001,C004-2,Summer,327.8,5.79240366936037
1,Td00001aa036987_T001,C004-3,Summer,355.2,5.87268101393333
1,Td00001aa036987_T001,C002-1,Winter,265,5.579729829759807
