"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Mg-1_Summer","Abundance_Mg-2_Summer","Abundance_Mg-3_Summer","Abundance_Mg-1_Winter","Abundance_Mg-2_Winter","Abundance_Mg-3_Winter","Abundances_Normalized_Mg-1_Summer","Abundances_Normalized_Mg-2_Summer","Abundances_Normalized_Mg-3_Summer","Abundances_Normalized_Mg-1_Winter","Abundances_Normalized_Mg-2_Winter","Abundances_Normalized_Mg-3_Winter","Found_in_Sample_S12_Mg-1_Summer","Found_in_Sample_S15_Mg-2_Summer","Found_in_Sample_S18_Mg-3_Summer","Found_in_Sample_S11_Mg-1_Winter","Found_in_Sample_S14_Mg-2_Winter","Found_in_Sample_S17_Mg-3_Winter"
"Ag00001aa064923_T003",TRUE,"Master Protein","Ag00001aa064923_T003",51,23,44,582,NA,0.983,0.999999118121877,1,96.3,94.6,0.83,2.92,788.5,666.7,691.3,807.5,876.2,690.1,1420.7,1410.6,1397.4,1360.4,1386.1,1440.3,"High","High","High","High","High","High"
"Ag00001aa088789_T001",TRUE,"Master Protein","Ag00001aa088789_T001",35,16,55,565,NA,1.096,0.999270152145567,1,35.7,39.2,15.78,14.44,66.6,44.8,64.3,78.1,84.2,48.8,120,94.8,130,131.6,133.2,101.8,"High","High","High","High","High","High"
"Ag00001aa035013_T001",TRUE,"Master Protein","Ag00001aa035013_T001",26,9,45,591,NA,1.241,0.274971729222292,0.630092879998323,83.9,104.1,8.94,5.04,865.6,665.1,646.4,1036.3,1093.3,907.1,1559.6,1407.2,1306.6,1745.8,1729.5,1893.2,"High","High","High","High","High","High"
"Ag00001aa142492_T002",TRUE,"Master Protein","Ag00001aa142492_T002",22,16,68,985,NA,0.77,0.480158199195948,0.936506900911105,62.5,48.1,14.67,15.54,46.4,34.7,48.6,47.2,40.7,28.4,83.6,73.4,98.2,79.5,64.4,59.3,"High","High","High","High","High","High"
"Ag00001aa034949_T001",TRUE,"Master Protein","Ag00001aa034949_T001",57,18,53,433,NA,1.297,0.426672157507988,0.862755136270818,41.1,53.3,23.18,8.37,22.2,12,15.1,23.5,27,17.3,40,25.4,30.5,39.6,42.7,36.1,"High","High","High","High","High","High"
"Ag00001aa002276_T001",TRUE,"Master Protein","Ag00001aa002276_T001",34,13,52,509,NA,1.295,0.18882449033198,0.480908275622723,96.5,125,6.58,6.2,1063.2,1006.9,937.4,1371,1568.7,1253,1915.6,2130.3,1894.8,2309.7,2481.5,2615.1,"High","High","High","High","High","High"
"Ag00001aa111933_T001",TRUE,"Master Protein","Ag00001aa111933_T001",62,11,78,178,NA,4.144,7.87805652868734e-05,0.00195809546838156,31.7,131.3,5.9,12.85,474.8,363.2,420.3,2090,2653.9,1576.9,855.5,768.4,849.6,3521,4198.2,3291.1,"High","High","High","High","High","High"
"Ag00001aa024101_T001",TRUE,"Master Protein","Ag00001aa024101_T001",46,7,108,152,NA,0.983,0.999999982955808,1,34.2,33.6,63.06,56.47,2.7,6,0,7,3.2,0,4.9,12.7,0,11.8,5.1,0,"High","High","High","High","High","High"
"Ag00001aa002026_T001",TRUE,"Master Protein","Ag00001aa002026_T001",36,16,40,692,NA,1.48,0.00170357954584577,0.0162882158262253,93.4,138.2,8.8,3.29,50.5,36.5,44.3,80.2,83.8,60.7,91,77.2,89.5,135.1,132.6,126.7,"High","High","High","High","High","High"
"Ag00001aa102856_T001",TRUE,"Master Protein","Ag00001aa102856_T001",33,18,109,482,NA,0.839,0.560648418112066,1,228.4,191.5,2.08,8.93,433.1,383.7,389.5,348.4,443.4,316.4,780.3,811.8,787.3,586.9,701.4,660.3,"High","High","High","High","High","High"
"Ag00001aa014966_T001",TRUE,"Master Protein","Ag00001aa014966_T001",22,18,43,1021,NA,1.083,0.381318057400092,0.795753564716214,121.8,131.9,19.52,6.77,861.4,698.6,523.8,950.2,946.6,821.6,1552,1478,1058.8,1600.8,1497.4,1714.7,"High","High","High","High","High","High"
"Ag00001aa006010_T001",TRUE,"Master Protein","Ag00001aa006010_T001",36,14,47,507,NA,1.131,0.889881913593629,1,7,8,5.82,52.17,15.6,12.2,14.3,36,20.1,10.7,28.1,25.8,28.9,60.6,31.8,22.3,"High","High","High","High","High","High"
"Ag00001aa078471_T001",TRUE,"Master Protein","Ag00001aa078471_T001",30,11,40,528,NA,0.799,0.0883682863816611,0.279080413428058,141.7,113.3,18.7,3.87,638.3,471.3,711,558.4,581,417.7,1150,997.1,1437.2,940.7,919.1,871.8,"High","High","High","High","High","High"
"Ag00001aa022334_T002",TRUE,"Master Protein","Ag00001aa022334_T002",43,15,89,305,NA,0.892,0.999181032266971,1,18.4,16.4,7.68,22.54,43.2,32.4,33.7,52.2,38.1,29.3,77.8,68.5,68.1,87.9,60.3,61.2,"High","High","High","High","High","High"
"Ag00001aa156715_T001",TRUE,"Master Protein","Ag00001aa156715_T001",54,17,57,459,NA,0.657,0.174457640713783,0.455312857117458,111.3,73.2,17.14,10.59,933.9,1016.1,775.2,656.4,661.8,613.3,1682.6,2149.8,1567,1105.8,1046.9,1280,"High","High","High","High","High","High"
"Ag00001aa019810_T001",TRUE,"Master Protein","Ag00001aa019810_T001",31,21,63,809,NA,2.921,0.0156173986389271,0.0806907572603108,39.1,114.3,13.22,8.75,711.8,492.8,502,1894,1925.2,1286.6,1282.5,1042.6,1014.7,3190.8,3045.5,2685.2,"High","High","High","High","High","High"
"Ag00001aa076505_T001",TRUE,"Master Protein","Ag00001aa076505_T001",34,16,46,630,NA,1.879,0.00514504899299162,0.0362189568213078,75.6,142.2,16,1.83,1042.9,644,793,1788.3,1950.4,1426.1,1879,1362.5,1603,3012.7,3085.3,2976.3,"High","High","High","High","High","High"
"Ag00001aa052619_T001",TRUE,"Master Protein","Ag00001aa052619_T001",23,12,38,832,NA,2.023,0.128799234120625,0.371138605476211,48.2,97.5,8.44,5.08,556.3,417.8,424.1,1061.3,1171.3,802.6,1002.3,884,857.3,1787.9,1852.9,1675.1,"High","High","High","High","High","High"
"Ag00001aa002437_T001",TRUE,"Master Protein","Ag00001aa002437_T001",40,19,53,618,NA,0.96,0.999602219899285,1,118.8,114.1,4.41,8.33,1520.2,1333,1278.6,1550,1907.8,1260.4,2739,2820.3,2584.5,2611.2,3018,2630.5,"High","High","High","High","High","High"
"Ag00001aa078276_T002",TRUE,"Master Protein","Ag00001aa078276_T002",25,18,38,950,NA,0.489,0.000226022451579211,0.00410943642703438,171.5,84,19.87,4,1697.6,1267.6,1944.7,902.9,946.3,675.1,3058.6,2681.9,3931,1521.1,1497,1409,"High","High","High","High","High","High"
"Ag00001aa026817_T002",TRUE,"Master Protein","Ag00001aa026817_T002",31,13,38,611,NA,0.896,0.355604635281946,0.759515419944485,95.3,85.4,8.9,5.66,761.9,578.8,723.9,730,782.9,535.3,1372.7,1224.6,1463.3,1229.8,1238.5,1117.2,"High","High","High","High","High","High"
"Ag00001aa100198_T003",TRUE,"Master Protein","Ag00001aa100198_T003",27,16,47,727,NA,1.219,0.0265220364163299,0.118023056672509,72.1,87.9,9.77,7.3,201.7,141.9,172.1,251.6,303.4,203.2,363.4,300.2,347.9,423.9,480,424.1,"High","High","High","High","High","High"
"Ag00001aa103584_T001",TRUE,"Master Protein","Ag00001aa103584_T001",34,13,83,380,NA,0.936,0.865220251438851,1,145,135.7,12.32,3.31,3583.1,2941.7,3849.7,3531.1,3819.8,3035.8,6455.8,6223.8,7781.7,5948.7,6042.6,6335.9,"High","High","High","High","High","High"
"Ag00001aa024106_T001",TRUE,"Master Protein","Ag00001aa024106_T001",22,21,33,1517,NA,1.152,0.457512689257136,0.907281907797257,54.1,62.3,24.08,4.39,21.5,20.1,12.9,26.5,26.2,21.5,38.7,42.5,26.1,44.6,41.4,44.9,"High","High","High","High","High","High"
"Ag00001aa078974_T001",TRUE,"Master Protein","Ag00001aa078974_T001",46,7,113,149,NA,0.842,0.999997792052854,1,98.7,83.1,16.59,31.04,183.4,114.7,161.9,252.3,152.8,132.1,330.4,242.7,327.3,425,241.7,275.7,"High","High","High","High","High","High"
"Ag00001aa011541_T001",TRUE,"Master Protein","Ag00001aa011541_T001",34,13,50,509,NA,1.286,0.517708791666674,0.982244658203084,25.1,32.2,7.05,46.22,12.7,9.5,11.2,29.9,18.4,9.8,22.9,20.1,22.6,50.4,29.1,20.5,"High","High","High","High","High","High"
"Ag00001aa083890_T001",TRUE,"Master Protein","Ag00001aa083890_T001",29,17,43,779,NA,1.44,0.304228093669268,0.678221604811847,83.5,120.3,3.26,11.85,135.8,108.5,118.8,205.3,233.9,140,244.7,229.6,240.1,345.9,370,292.2,"High","High","High","High","High","High"
"Ag00001aa153960_T002",TRUE,"Master Protein","Ag00001aa153960_T002",35,13,51,516,NA,1.68,0.010463959023024,0.0602863325087484,79,132.7,2.88,5.04,1122.7,906.9,956.5,1773.5,2072.6,1556,2022.8,1918.8,1933.4,2987.8,3278.7,3247.4,"High","High","High","High","High","High"
"Ag00001aa078514_T004",TRUE,"Master Protein","Ag00001aa078514_T004",55,14,48,400,NA,0.796,0.065672225138776,0.222890952357663,62,49.4,5,6.93,461.6,389.4,375.2,392.3,414.5,279.1,831.7,823.9,758.4,660.9,655.7,582.5,"High","High","High","High","High","High"
"Ag00001aa117510_T001",TRUE,"Master Protein","Ag00001aa117510_T001",56,11,64,228,NA,1.355,0.0998280112386462,0.30553421621525,102.9,139.4,14.18,3.82,2070.8,1324.3,1653.9,2837.7,2863.1,2129.2,3731,2801.9,3343.2,4780.6,4529.2,4443.7,"High","High","High","High","High","High"
"Ag00001aa117299_T001",TRUE,"Master Protein","Ag00001aa117299_T001",37,12,51,509,NA,1.08,0.588309149039034,1,102.2,110.3,4.66,2.57,557.6,495.6,545.4,672.1,710.7,564.8,1004.6,1048.6,1102.5,1132.3,1124.3,1178.8,"High","High","High","High","High","High"
"Ag00001aa089422_T001",TRUE,"Master Protein","Ag00001aa089422_T001",50,10,45,269,NA,1.139,0.999559905393895,1,28.7,32.6,29.41,34.6,6,4.1,7.6,10,5.2,5.9,10.8,8.7,15.4,16.8,8.2,12.3,"High","High","High","High","High","High"
"Ag00001aa127438_T001",TRUE,"Master Protein","Ag00001aa127438_T001",41,12,43,531,NA,0.688,5.87575236843385e-05,0.00164383137856795,112.7,77.6,6.97,8.51,816.1,754.9,836.4,652.6,720,462.6,1470.4,1597.2,1690.7,1099.4,1139,965.5,"High","High","High","High","High","High"
"Ag00001aa090486_T004",TRUE,"Master Protein","Ag00001aa090486_T004",33,8,49,437,NA,1.054,0.930081259736853,1,30.1,31.7,42.46,6.01,18.9,9,23.5,21.3,24.8,16.8,34.1,19,47.5,35.9,39.2,35.1,"High","High","High","High","High","High"
"Ag00001aa118909_T001",TRUE,"Master Protein","Ag00001aa118909_T001",31,11,41,528,NA,0.739,0.0373879949986986,0.149904162958617,160.4,118.6,16.72,9.66,321.2,233.4,341.2,254,265,238.7,578.7,493.8,689.7,427.9,419.2,498.2,"High","High","High","High","High","High"
"Ag00001aa002239_T001",TRUE,"Master Protein","Ag00001aa002239_T001",44,7,109,153,NA,1.059,0.999191138840597,1,137.3,145.4,14.15,9.6,313.4,217.4,302,372.5,328.4,286.6,564.7,460,610.5,627.5,519.5,598.1,"High","High","High","High","High","High"
"Ag00001aa005319_T002",TRUE,"Master Protein","Ag00001aa005319_T002",38,20,62,530,NA,0.755,0.0244061554460102,0.112089618730462,81.6,61.6,11.37,6.04,1177.3,1236.6,1094.7,1083.6,1030.4,800.4,2121.2,2616.3,2212.8,1825.5,1630,1670.5,"High","High","High","High","High","High"
"Ag00001aa085317_T003",TRUE,"Master Protein","Ag00001aa085317_T003",31,13,57,565,NA,0.634,0.17965644945994,0.464557510232928,180.2,114.2,11.66,16.64,228.8,176,232.2,152,165.2,163.4,412.2,372.4,469.4,256.1,261.3,341,"High","High","High","High","High","High"
"Ag00001aa082523_T001",TRUE,"Master Protein","Ag00001aa082523_T001",32,11,44,517,NA,2.445,0.0766793114433658,0.251061547742317,55.1,134.8,16.27,8.38,419.6,287.9,274.4,849.6,1060.2,713.7,756,609.1,554.7,1431.3,1677.1,1489.5,"High","High","High","High","High","High"
"Ag00001aa065361_T001",TRUE,"Master Protein","Ag00001aa065361_T001",55,16,72,287,NA,1.144,0.711555898405818,1,119.9,137.2,5.56,4.96,1242.9,1167.9,1116,1531.4,1564.1,1308.2,2239.4,2471,2255.9,2579.9,2474.3,2730.3,"High","High","High","High","High","High"
"Ag00001aa125357_T001",TRUE,"Master Protein","Ag00001aa125357_T001",29,23,44,990,NA,1.6,0.0584432454794152,0.204080456965623,70.3,112.4,9.49,1.28,540.4,382.2,461.2,904.6,941.6,714.8,973.7,808.6,932.3,1523.9,1489.5,1491.8,"High","High","High","High","High","High"
"Ag00001aa070337_T001",TRUE,"Master Protein","Ag00001aa070337_T001",41,12,56,399,NA,1.176,0.178690212297851,0.463618145241273,71.7,84.4,4.98,6.79,276.8,240.4,228.7,386.6,363.6,281.1,498.7,508.6,462.3,651.3,575.2,586.7,"High","High","High","High","High","High"
"Ag00001aa125700_T001",TRUE,"Master Protein","Ag00001aa125700_T001",50,10,45,269,NA,0.782,0.999999943401082,1,13.4,10.5,43.23,90.51,4,3.2,6.9,14,3.4,2.7,7.2,6.8,13.9,23.6,5.4,5.6,"High","High","High","High","High","High"
"Ag00001aa119757_T001",TRUE,"Master Protein","Ag00001aa119757_T001",33,15,42,634,NA,2.257,0.0092003481171492,0.0542551948838121,77.9,175.9,23.75,10.4,39,21.6,24.7,79.4,70.7,54,70.3,45.7,49.9,133.8,111.8,112.7,"High","High","High","High","High","High"
"Ag00001aa063596_T001",TRUE,"Master Protein","Ag00001aa063596_T001",34,10,44,446,NA,1.023,0.999981348007155,1,163.6,167.3,6.98,4.69,266.9,260.8,250.9,293.1,342.9,248.5,480.9,551.8,507.2,493.8,542.4,518.6,"High","High","High","High","High","High"
"Ag00001aa018572_T001",TRUE,"Master Protein","Ag00001aa018572_T001",31,13,53,426,"Met-loss+Acetyl [N-Term]",1.214,0.00233557772741544,0.0205655082049037,78.9,95.8,5.47,5.9,1104,943.9,895.5,1433.3,1460.8,1243.5,1989.1,1997,1810.1,2414.6,2310.8,2595.2,"High","High","High","High","High","High"
"Ag00001aa121589_T001",TRUE,"Master Protein","Ag00001aa121589_T001",54,6,40,164,NA,0.653,0.000727537417114399,0.00900393659103781,125.2,81.8,12.14,5.48,767,630.1,821.9,534.3,625.6,432.4,1381.9,1333.1,1661.4,900.1,989.6,902.4,"High","High","High","High","High","High"
"Ag00001aa102518_T001",TRUE,"Master Protein","Ag00001aa102518_T001",43,7,108,148,NA,0.697,0.78714833376934,1,161.1,112.3,17.38,19.99,4235.3,2603.2,3725.1,3843.8,2745,2515.1,7630.8,5507.7,7529.8,6475.5,4342.3,5249.1,"High","High","High","High","High","High"
"Ag00001aa055023_T001",TRUE,"Master Protein","Ag00001aa055023_T001",54,8,97,172,NA,1.238,0.0147603984758155,0.0770371924829291,102.1,126.4,2.49,10.78,2195.7,1958.2,1972.3,2770.3,3119.5,2743.9,3956,4143,3986.8,4667,4934.8,5726.7,"High","High","High","High","High","High"
"Ag00001aa013419_T001",TRUE,"Master Protein","Ag00001aa013419_T001",20,21,32,1615,NA,1.8,0.00144499578553714,0.0144961782592859,72,129.6,19.38,3.71,535.3,324.2,354.2,768.6,765.3,617.5,964.5,685.9,716,1294.8,1210.6,1288.8,"High","High","High","High","High","High"
"Ag00001aa024074_T001",TRUE,"Master Protein","Ag00001aa024074_T001",61,8,74,219,"Met-loss [N-Term]; Met-loss+Acetyl [N-Term]",0.91,0.156629284910334,0.425315064379441,109.8,99.9,2.58,2.63,178.3,153.9,167,175.8,190,136.8,321.2,325.6,337.6,296.2,300.6,285.5,"High","High","High","High","High","High"
"Ag00001aa004466_T001",TRUE,"Master Protein","Ag00001aa004466_T001",42,8,99,216,NA,0.92,0.999995933730187,1,104.1,95.8,9.26,10.66,272.4,192.7,226.8,241.9,313.1,202.2,490.8,407.7,458.4,407.5,495.3,422,"High","High","High","High","High","High"
"Ag00001aa034409_T001",TRUE,"Master Protein","Ag00001aa034409_T001",31,15,39,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa061127_T001",TRUE,"Master Protein","Ag00001aa061127_T001",43,18,51,545,"Met-loss [N-Term]",1.127,0.48298082185069,0.940703617391163,113.3,127.6,20.31,1.74,1156.1,650.3,886.7,1186.6,1307.1,967.5,2083,1375.9,1792.4,1999,2067.7,2019.2,"High","High","High","High","High","High"
"Ag00001aa101350_T001",TRUE,"Master Protein","Ag00001aa101350_T001",46,7,115,173,NA,1.164,0.0269414984133156,0.118924228157511,94.3,109.7,0.62,8.55,1270.2,1084.6,1145.7,1552.7,1687.8,1462.3,2288.6,2294.7,2315.9,2615.8,2669.9,3051.9,"High","High","High","High","High","High"
"Ag00001aa114946_T001",TRUE,"Master Protein","Ag00001aa114946_T001",46,15,64,472,NA,1.291,0.0298980505017108,0.127669281934572,97.5,125.9,8.23,8.48,1737.8,1688.4,1526.7,2327.6,2555.9,2198,3131,3572.2,3086,3921.2,4043.2,4587.3,"High","High","High","High","High","High"
"Ag00001aa138266_T001",TRUE,"Master Protein","Ag00001aa138266_T001",22,16,66,981,NA,0.869,0.834142914992246,1,135,117.3,5.62,3.15,590.1,531.4,588.6,571.3,646.1,468,1063.2,1124.3,1189.8,962.5,1022.1,976.7,"High","High","High","High","High","High"
"Ag00001aa014453_T001",TRUE,"Master Protein","Ag00001aa014453_T001",59,8,144,152,NA,1.172,0.999848297650893,1,27.4,32.1,29.04,21.49,5.7,3.2,0,5.8,4.3,5,10.3,6.8,0,9.8,6.8,10.4,"High","High","Not Found","High","High","High"
"Ag00001aa006158_T002",TRUE,"Master Protein","Ag00001aa006158_T002",25,11,40,663,NA,0.995,0.999999999939811,1,127.4,126.8,6.99,5.04,702.6,646.4,720.4,767,860.5,684.8,1265.9,1367.6,1456.2,1292.1,1361.2,1429.2,"High","High","High","High","High","High"
"Ag00001aa026356_T001",TRUE,"Master Protein","Ag00001aa026356_T001",35,13,40,510,NA,1.522,0.621922051170506,1,46.3,70.4,4.07,3.93,489.4,393.8,403.4,752.6,807,569.2,881.8,833.2,815.4,1267.9,1276.6,1187.9,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa022096_T002",TRUE,"Master Protein","Ag00001aa022096_T002",25,15,41,822,NA,0.666,0.00111426672405546,0.0119638115471108,146.8,97.8,7.99,6.75,1730.3,1723.7,1635.6,1307.5,1475.1,976.6,3117.5,3646.9,3306.2,2202.7,2333.5,2038.2,"High","High","High","High","High","High"
"Ag00001aa030675_T001",TRUE,"Master Protein","Ag00001aa030675_T001",39,6,104,155,NA,0.971,0.992664161485666,1,151.7,147.2,9.03,18.74,113.5,92.2,114.6,130,94.8,95.1,204.5,195.1,231.6,219,150,198.5,"High","High","High","High","High","High"
"Ag00001aa026868_T001",TRUE,"Master Protein","Ag00001aa026868_T001",51,8,99,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa049647_T001",TRUE,"Master Protein","Ag00001aa049647_T001",22,8,102,491,NA,1.125,0.999990314353131,1,16.5,18.6,20.86,19.28,9.6,7,11,9.4,12.3,11.2,17.3,14.8,22.2,15.8,19.5,23.4,"High","High","High","High","High","High"
"Ag00001aa003699_T001",TRUE,"Master Protein","Ag00001aa003699_T001",37,12,71,450,NA,0.437,0.000666311445135737,0.00841663996091967,200.8,87.7,24.35,8.95,1293,955.3,1584.8,651.8,642.9,439.6,2329.6,2021.2,3203.5,1098.1,1017,917.5,"High","High","High","High","High","High"
"Ag00001aa065033_T001",TRUE,"Master Protein","Ag00001aa065033_T001",46,11,76,334,NA,0.888,0.71334783613524,1,115,102.2,8.15,6.22,2256.9,1863.5,2269.5,2118.7,2283.8,1911.9,4066.3,3942.7,4587.5,3569.3,3612.8,3990.2,"High","High","High","High","High","High"
"Ag00001aa043747_T004",TRUE,"Master Protein","Ag00001aa043747_T004",36,12,35,494,NA,0.807,0.0863587877262453,0.274313441396959,41.9,33.8,12.35,6.91,96.1,76.2,101,82.9,82.5,71.8,173.1,161.2,204.2,139.7,130.5,149.9,"High","High","High","High","High","High"
"Ag00001aa020846_T001",TRUE,"Master Protein","Ag00001aa020846_T001",19,11,33,802,NA,1.039,0.707525474801816,1,49.5,51.4,34,28.78,14.7,7.1,7.7,9.6,11.2,4.7,26.5,15,15.6,16.2,17.7,9.8,"High","High","High","High","High","High"
"Ag00001aa090528_T001",TRUE,"Master Protein","Ag00001aa090528_T001",42,9,36,371,NA,1.207,0.999977128021495,1,71.8,86.7,34.52,17.6,667.2,318,348.6,504.9,643.6,342.8,1202.1,672.8,704.7,850.6,1018.1,715.4,"High","High","High","High","High","High"
"Ag00001aa066192_T001",TRUE,"Master Protein","Ag00001aa066192_T001",38,11,36,439,NA,0.701,0.000910740718396585,0.0103669607276509,138.9,97.3,9.16,1.98,592.3,461,579.5,452.6,463.3,358.4,1067.2,975.4,1171.4,762.5,732.9,748,"High","High","High","High","High","High"
"Ag00001aa108923_T001",TRUE,"Master Protein","Ag00001aa108923_T001",43,8,37,315,NA,0.919,0.999999995641555,1,34.5,31.7,10.81,32.68,23.2,19.3,24.5,37.2,22.5,18.4,41.8,40.8,49.5,62.7,35.6,38.4,"High","High","High","High","High","High"
"Ag00001aa026358_T001",TRUE,"Master Protein","Ag00001aa026358_T001",37,13,39,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa006924_T001",TRUE,"Master Protein","Ag00001aa006924_T001",22,13,32,1008,NA,1.145,0.99999999315421,1,27.7,31.7,6.47,27.6,8.4,7.5,6.9,11,6.7,8.3,15.1,15.9,13.9,18.5,10.6,17.3,"High","High","High","High","High","High"
"Ag00001aa046278_T001",TRUE,"Master Protein","Ag00001aa046278_T001",38,12,135,360,NA,0.997,0.99996870498233,1,22.6,22.5,4.22,9.56,1000.1,863.5,834.4,1192.2,1135.9,796.7,1801.9,1826.9,1686.6,2008.5,1796.9,1662.8,"High","High","High","High","High","High"
"Ag00001aa075366_T003",TRUE,"Master Protein","Ag00001aa075366_T003",29,13,36,548,NA,0.795,0.241741530449984,0.577427710171944,219.4,174.3,13.4,25.74,236.9,180.6,246.3,201.3,255.3,113.6,426.8,382.1,497.9,339.1,403.9,237.1,"High","High","High","High","High","High"
"Ag00001aa064210_T002",TRUE,"Master Protein","Ag00001aa064210_T002",39,15,44,627,NA,0.995,0.999700480998741,1,23,22.9,31.69,23.02,6.9,9.6,12,12,15.8,7.5,12.4,20.3,24.3,20.2,25,15.7,"High","High","High","High","High","High"
"Ag00001aa097250_T001",TRUE,"Master Protein","Ag00001aa097250_T001",46,12,38,394,NA,0.164,0.00364195607610218,0.0282136413831677,279.4,45.9,23.48,17.65,830.5,574.7,958.7,110.7,155.5,127.1,1496.3,1215.9,1937.9,186.5,246,265.3,"High","High","High","High","High","High"
"Ag00001aa126953_T002",TRUE,"Master Protein","Ag00001aa126953_T002",29,11,39,484,NA,1.303,0.893333572710852,1,54.7,71.3,2.87,16.96,56.5,47.9,47.8,78.4,64.6,68.8,101.8,101.3,96.6,132.1,102.2,143.6,"High","High","High","High","High","High"
"Ag00001aa020046_T001",TRUE,"Master Protein","Ag00001aa020046_T001",58,6,32,179,NA,1.352,0.018290325681922,0.0904021332118366,58.5,79,5.93,2.49,464.3,385.6,369.1,654.6,669.6,531.5,836.5,815.8,746.1,1102.8,1059.2,1109.3,"High","High","High","High","High","High"
"Ag00001aa032161_T001",TRUE,"Master Protein","Ag00001aa032161_T001",32,17,36,693,NA,1.007,0.999991756635912,1,158,159.2,7.44,4.21,273,215.6,261.9,294.7,291.2,237.4,491.9,456.2,529.4,496.5,460.7,495.5,"High","High","High","High","High","High"
"Ag00001aa095030_T001",TRUE,"Master Protein","Ag00001aa095030_T001",66,14,117,309,NA,1.142,0.999995106335806,1,45,51.4,9.05,14.29,142.9,104.6,109.1,159.1,159.8,96.9,257.5,221.3,220.5,268,252.8,202.2,"High","High","High","High","High","High"
"Ag00001aa029075_T001",TRUE,"Master Protein","Ag00001aa029075_T001",34,5,104,145,NA,0.85,0.999986136299819,1,149.7,127.2,22.9,25.96,365.9,194.9,271.1,398.8,264.6,223.2,659.3,412.4,548,671.8,418.6,465.8,"High","High","High","High","High","High"
"Ag00001aa137018_T001",TRUE,"Master Protein","Ag00001aa137018_T001",42,13,44,441,NA,0.786,0.275504944175387,0.630950792598436,158.6,124.6,5.6,4.53,1514.6,1435.7,1390.2,1289.3,1395.7,1132.4,2728.9,3037.6,2810.1,2172,2207.9,2363.4,"High","High","High","High","High","High"
"Ag00001aa092668_T001",TRUE,"Master Protein","Ag00001aa092668_T001",32,12,45,503,NA,1.137,0.980901601915097,1,56,63.6,3.37,4.64,429.1,348.9,358.4,505.5,530.6,373.8,773.1,738.2,724.5,851.6,839.4,780.1,"High","High","High","High","High","High"
"Ag00001aa055585_T001",TRUE,"Master Protein","Ag00001aa055585_T001",39,15,33,543,NA,0.703,0.00353738847477614,0.0276721994370738,134.3,94.4,10.79,7.07,277.5,191.9,214.8,181.2,210.3,138.7,500,406,434.2,305.3,332.7,289.5,"High","High","High","High","High","High"
"Ag00001aa135086_T001",TRUE,"Master Protein","Ag00001aa135086_T001",29,8,23,501,NA,1.177,0.0971902979957736,0.299249481297525,106.9,125.9,4.55,5.03,481.3,410.9,396.6,601.1,645.4,530.8,867.2,869.4,801.7,1012.7,1021,1107.8,"High","High","High","High","High","High"
"Ag00001aa069992_T001",TRUE,"Master Protein","Ag00001aa069992_T001",67,11,42,223,"Met-loss [N-Term]",0.814,0.030123623016456,0.128196845324656,141.1,114.9,8.69,4.92,1652.9,1653.7,1522.1,1487,1534.7,1280.2,2978.1,3498.8,3076.7,2505.1,2427.8,2671.8,"High","High","High","High","High","High"
"Ag00001aa012578_T002",TRUE,"Master Protein","Ag00001aa012578_T002",54,9,47,181,NA,0.911,0.900225911374005,1,106.7,97.2,13.6,3.64,1101.4,1073.3,855.2,1066.9,1142.2,919,1984.4,2270.8,1728.7,1797.4,1806.9,1918,"High","High","High","High","High","High"
"Ag00001aa061282_T001",TRUE,"Master Protein","Ag00001aa061282_T001",40,13,45,495,NA,0.704,0.160215202840058,0.431805695940255,45.7,32.2,15.72,38.26,23.6,15,20.8,18.6,18.7,6.7,42.5,31.7,42,31.3,29.6,14,"High","High","High","High","High","High"
"Ag00001aa102068_T001",TRUE,"Master Protein","Ag00001aa102068_T001",36,4,63,195,NA,1.17,0.620795420127831,1,104.1,121.8,13.92,6.79,1593.9,1570.2,1244.6,1994.8,2013,1744.9,2871.8,3322.1,2515.8,3360.6,3184.4,3641.7,"High","High","High","High","High","High"
"Ag00001aa009888_T001",TRUE,"Master Protein","Ag00001aa009888_T001",35,14,28,578,NA,2.039,0.00657202691926573,0.0435988960889557,36.8,75,3.11,9.91,187.9,150.4,161.9,396.1,378.5,350.1,338.5,318.2,327.3,667.3,598.8,730.7,"High","High","High","High","High","High"
