protein_id,Peptides,Coverage,Bitscore,Abundance_Ratio_Winter_Summer,pval,padj,Abundance_Grouped_Summer,Abundance_Grouped_Winter,Abundance_Mg-1_Summer,Abundance_Mg-2_Summer,Abundance_Mg-3_Summer,Abundance_Mg-1_Winter,Abundance_Mg-2_Winter,Abundance_Mg-3_Winter,Abundances_Normalized_Mg-1_Summer,Abundances_Normalized_Mg-2_Summer,Abundances_Normalized_Mg-3_Summer,Abundances_Normalized_Mg-1_Winter,Abundances_Normalized_Mg-2_Winter,Abundances_Normalized_Mg-3_Winter
Misin03G162600.1.v7.1,1,100,38.1,0.8899082568807339,0.990782611910189,1,109,97,95.3,60.1,80.2,89.5,91.2,65.4,171.7,127.2,162.1,150.8,144.3,136.5
Misin03G162900.1.v7.1,1,93.3,33.9,2.1542649727767693,0.0421774416051849,0.163656437913265,55.1,118.7,17.3,10.2,9.4,29.9,29.4,17.4,31.2,21.6,19,50.4,46.5,36.3
Misin03G175400.1.v7.1,1,92,48.1,0.8700564971751412,0.16536505441043,0.436726288530596,53.1,46.2,24.7,21.6,29.8,23.6,25.4,14,44.5,45.7,60.2,39.8,40.2,29.2
Misin03G176800.1.v7.1,4,98.1,180.2,0.9610136452241715,0.999616121777021,1,51.3,49.3,61.2,58,57.5,80.5,69.6,44.7,110.3,122.7,116.2,135.7,110.1,93.3
Misin03G182400.1.v7.1,1,100,33.5,0.6213872832369942,1.54970171477586e-5,6.4326277822894e-4,138.4,86,101.2,85.1,101.4,62.9,71.6,55.3,182.3,180,205,106,113.3,115.4
Misin03G183000.1.v7.1,2,97.05,70.80000000000001,0.5777777777777778,2.6716889895805e-4,0.00457488353129619,153,88.4,64.3,50.7,60.6,40.8,42.3,31.8,115.9,107.3,122.5,68.7,66.9,66.4
Misin03G185900.1.v7.1,2,97.75,85.5,0.8966918165989552,0.999696788430966,1,172.3,154.5,198.2,108.9,155.8,167.6,210.5,110.6,357.1,230.4,314.9,282.4,333,230.8
Misin03G194900.1.v7.1,10,100,354.4,1.4370677731673582,0.521342207179567,0.987579500145606,72.3,103.89999999999999,140.5,102.9,94.2,205,181.5,138.8,253.1,217.7,190.4,345.4,287.1,289.6
Misin03G196900.1.v7.1,2,100,84,0.4073160706946157,0.0125402647654337,0.0685572823277242,243.3,99.1,218.1,226.3,240.6,115.8,138,79.9,393,478.8,486.3,195.1,218.3,166.8
Misin03G201000.1.v7.1,6,100,218.5,1.2237442922374429,0.439135959779181,0.879674320303938,131.4,160.8,65.8,49.8,57,77.4,96.1,61.2,118.6,105.39999999999999,115.19999999999999,130.4,152,127.69999999999999
Misin03G204500.1.v7.1,4,100,165.6,1.007272727272727,0.999952659578587,1,82.5,83.1,360.8,309.3,361.1,387.3,416.4,323.6,650.1,654.4,729.9,652.5,658.7,675.4
Misin03G206500.1.v7.1,14,100,627.0999999999999,0.9647114926084884,0.836232017651229,1,209.7,202.3,1258.6000000000001,1173.5,1154.5,1276.1,1401.4,1031.1,2267.6,2482.8,2333.7,2149.8,2216.9,2151.9
Misin03G207800.1.v7.1,2,100,98.6,0.7173553719008264,0.0281089374519974,0.12224106524979,121,86.8,303.2,298.6,303.7,240,278.4,217.8,546.3,631.8,613.9,404.3,440.4,454.6
Misin03G212800.1.v7.1,2,100,76.7,0.8118527042577675,0.536803017421968,1,173.8,141.1,146.7,147.5,164,137.8,170.5,121.4,264.3,312.1,331.5,232.1,269.7,253.4
Misin03G213700.1.v7.1,1,100,35.8,0.7399141630901288,0.0495875542771408,0.18214962918014,116.5,86.2,52,31.9,38.5,32.4,41.9,27.6,93.7,67.5,77.8,54.6,66.3,57.6
Misin03G213900.1.v7.1,1,100,47.4,0.11627906976744186,0.00107405175397757,0.0117487901419782,352.6,41,138,193.9,170.3,20.5,25.3,23.9,248.6,410.2,344.2,34.5,40,49.9
Misin03G216500.1.v7.1,6,100,343.6,1.091188524590164,0.805382492054486,1,97.6,106.5,512.9,485.7,399.4,610.5,637.7,474.8,924.1,1027.6,807.3,1028.5,1008.8,990.9
Misin03G216600.1.v7.1,2,100,71.69999999999999,0.5499254843517138,4.76853176981651e-5,0.00140324349710304,134.2,73.8,143.3,112,146.6,84.8,84.4,68,258.2,237,296.3,142.9,133.5,141.9
Misin03G218500.1.v7.1,2,96.65,73.5,0.7298086279597794,0.148730116158856,0.410696368021604,308.3,225,124.9,147.2,135.6,122.9,116,105.9,225,311.4,274.1,207,183.5,221
Misin03G219000.1.v7.1,5,100,207.7,0.9779270633397313,0.976668117632835,1,104.2,101.9,1122.7,1014.8,980.9,1174.3,1223.8,992.9,2022.8,2147,1982.8,1978.3,1935.9,2072.2
Misin03G220200.1.v7.1,1,100,47.4,0.7206303724928367,0.00374516267911662,0.0286948561939646,139.6,100.6,217.2,220.2,198.3,171.5,199,132.4,391.3,465.9,400.8,288.9,314.8,276.3
Misin03G221000.1.v7.1,2,100,131.8,1.0345945945945947,0.987613008882614,1,92.5,95.7,204.9,179.8,198.2,245.8,248.8,186.5,369.2,380.4,400.6,414.1,393.6,389.2
Misin03G223100.1.v7.1,4,100,222,1.4806629834254146,0.149560952701623,0.411643024661462,54.3,80.4,114.8,68,90,162.1,164,129.2,206.8,143.9,181.9,273.1,259.4,269.6
Misin03G223300.1.v7.1,1,100,43.9,1.0679711637487128,0.999227776613819,1,97.1,103.7,81.3,63.6,67.1,86,96.7,62.5,146.5,134.6,135.6,144.9,153,130.4
Misin03G223600.1.v7.1,3,100,106.2,1.6940509915014164,0.0139981660807242,0.0739176596698702,105.9,179.4,61.3,60.3,55.2,121,119.5,83.6,110.4,127.6,111.6,203.8,189,174.5
Misin03G224800.1.v7.1,1,100,51.6,0.8763931104356636,0.434463397780146,0.873176184611093,98.7,86.5,84.8,75.3,77.9,78.7,90,66.1,152.8,159.3,157.5,132.6,142.4,138
Misin03G231100.1.v7.1,4,100,153.3,0.9772492244053774,0.995621524251147,1,96.7,94.5,97.3,74.5,60.9,103.9,93.9,73.8,175.3,157.6,123.1,175,148.5,154
Misin03G231700.1.v7.1,4,95.25,154.9,0.9460869565217391,0.999999980762766,1,57.5,54.4,60.6,58.2,45.5,69,63.9,49.5,109.2,123.1,92,116.2,101.1,103.3
Misin03G232800.1.v7.1,2,100,110.2,0.7319277108433735,0.28627102075184,0.647469947893094,132.8,97.2,86,59,78.7,63.8,71.7,59.4,154.9,124.8,159.1,107.5,113.4,124
Misin03G233600.1.v7.1,12,100,583.5,1.1071428571428572,0.504276704757811,0.968803057516496,123.2,136.4,1939.1000000000001,1648.7,1674.6000000000001,2302.1000000000004,2442.4,1961,3493.8,3488.2000000000003,3385,3878.2,3863.7,4092.7
Misin03G235900.1.v7.1,4,98.1,189.1,1.1752136752136753,0.0132053177922695,0.070844464302619,93.6,110,1413.8,1192.3,1108.9,1770.9,1770.9,1420.7,2547.3,2522.6,2241.5,2983.4,2801.4,2965.1
Misin03G236400.1.v7.1,3,100,109,0.21400639886242445,8.0534913343166e-4,0.00970000098255542,281.3,60.2,270,436,319,81.9,95.5,62.9,486.5,922.5,644.8,138,151.1,131.3
Misin03G239200.1.v7.1,16,100,744.8000000000002,0.9452054794520547,0.999694451859943,1,51.1,48.3,2172.8,2146.3,1812.5,2200.1,2270.5,1834.7,3914.8,4541,3663.7,3706.4,3591.7,3829.1
Misin03G242800.1.v7.1,1,94.7,37.7,1.0924657534246576,0.915006441366023,1,58.4,63.8,28.5,23.2,22,31.8,35.2,22.6,51.3,49.1,44.5,53.6,55.7,47.2
Misin03G244600.1.v7.1,2,100,83.2,0.6911660777385159,2.2727510154785e-4,0.00411651164171323,141.5,97.8,119.2,106.7,120.8,92.6,101,68.1,214.8,225.7,244.2,156,159.8,142.1
Misin03G247300.1.v7.1,1,100,51.2,0.5191740412979352,5.3844678610293e-4,0.00737186536102783,135.6,70.4,160.9,136.9,180.1,89.3,100,59.9,289.9,289.6,364,150.4,158.2,125
Misin03G250800.1.v7.1,1,100,38.9,1.2520045819014891,0.526624739843901,0.993087602762597,87.3,109.3,14.7,12.4,11.4,19.5,24.1,12.2,26.5,26.2,23,32.9,38.1,25.5
Misin03G256100.1.v7.1,1,100,48.5,1.2085889570552146,0.0941004159494191,0.292587726920213,65.2,78.8,62.6,54.3,56,75.4,89.5,65.6,112.8,114.9,113.2,127,141.6,136.9
Misin03G256800.1.v7.1,21,100,875.4000000000001,1.0449372629121678,9.77872670254731e-5,0.00224336602196263,342.70000000000005,358.09999999999997,8147.299999999999,7486.699999999999,6881.1,11432.5,12236.4,10022.5,14679.2,15839.900000000001,13909.300000000001,19259.899999999998,19356.8,20917.5
Misin03G261800.1.v7.1,18,100,962.8,0.5815217391304348,0.319638779796476,0.703630398525009,110.4,64.2,1144.2,675.3,1069.8,711.2,733.7,584.6,2061.5,1428.8,2162.5,1198.1,1160.6,1220.1
Misin03G263500.1.v7.1,1,100,59.7,1.0175276752767526,0.999985950764475,1,108.4,110.3,75.4,74.1,60,90.9,84.3,66.2,135.9,156.8,121.3,153.1,133.4,138.2
Misin03G265700.1.v7.1,2,100,71.2,0.8166089965397924,0.132369782212496,0.378453415955026,144.5,118,161,151.4,161.1,155.3,166.6,124.2,290.1,320.3,325.6,261.6,263.5,259.2
Misin03G268000.1.v7.1,20,100,789.4000000000001,0.9056463595839522,0.492688762309511,0.953611801738491,134.60000000000002,121.89999999999999,1234.5,1226,1053.1,1192.2,1316,966.4,2224.2,2593.9,2128.7,2008.5,2081.8,2016.9
Misin03G268300.1.v7.1,1,100,44.7,0.7521902377972465,0.263540274703719,0.612375315640265,79.9,60.1,102.5,105.9,100.3,97.9,96.4,66.8,184.7,224.1,202.7,164.9,152.5,139.4
Misin03G269900.1.v7.1,1,100,38.1,0.5964535196131112,0.014790985850753,0.0771799340495947,186.1,111,2971.3,3247.9,2813,1835,2143.3,1711.4,5353.5,6871.7,5686.1,3091.4,3390.5,3571.8
Misin03G270000.1.v7.1,1,100,39.7,1.2363112391930835,0.534188639851048,1,104.1,128.7,145.6,66.7,107,158.7,146.2,130.7,262.3,141.1,216.3,267.4,231.3,272.8
Misin03G270100.1.v7.1,2,100,103.2,0.913392141138733,0.880501260753739,1,124.7,113.9,173.3,233,182.8,200.2,213.3,140.2,312.2,493,369.5,337.3,337.4,292.6
Misin03G271500.1.v7.1,1,94.7,37.4,1.2100456621004567,0.215475375719292,0.5295318383053,109.5,132.5,40.5,18.9,36.4,52.4,52,43.5,73,40,73.6,88.3,82.3,90.8
Misin03G273100.1.v7.1,1,100,48.5,0.8753541076487252,0.728271041051349,1,105.9,92.7,121.1,110.4,105.6,124.7,112.5,91.5,218.2,233.6,213.5,210.1,178,191
Misin03G273300.1.v7.1,2,100,69.4,0.5715835140997831,0.0362232909009333,0.147039911770206,184.4,105.4,51,32.7,49.9,36.1,33.2,21.6,91.9,69.2,100.9,60.8,52.5,45.1
Misin03G274500.1.v7.1,2,100,67.8,0.9639751552795031,0.993946855471936,1,161,155.2,184.60000000000002,108.8,96.19999999999999,160.1,146,111.6,332.6,230.20000000000002,194.5,269.7,231,232.9
Misin03G276600.1.v7.1,4,100,152.6,0.7596153846153846,0.023545509102275,0.108998010285847,72.8,55.3,832.1,671.6,721.3,642.8,719.1,530.7,1499.2,1420.9,1458,1082.9,1137.5,1107.6
Misin03G277700.1.v7.1,6,97.75,234.5,1.0664556962025318,0.983230873737872,1,31.6,33.7,77.5,65.9,65.9,95.3,94.1,67,139.6,139.4,133.2,160.5,148.9,139.8
Misin03G278000.1.v7.1,11,100,487,0.7455737704918033,0.00378295487789482,0.0289008052786862,152.5,113.7,609,424.2,519,458.7,431.40000000000003,365.90000000000003,1097.3,897.5,1049.1000000000001,772.6999999999999,682.4,763.5999999999999
Misin03G278600.1.v7.1,2,100,84.8,0.9109653233364574,0.900225911374005,1,106.7,97.2,1101.4,1073.3,855.2,1066.9,1142.2,919,1984.4,2270.8,1728.7,1797.4,1806.9,1918
Misin03G279100.1.v7.1,1,100,33.9,1.0725075528700907,0.995444960530867,1,99.3,106.5,167.4,118.3,142.1,142.5,194.8,167.5,301.6,250.3,287.2,240.1,308.2,349.6
Misin03G281400.1.v7.1,1,100,33.9,2.4734299516908216,0.00400989606158986,0.0300660215552236,41.4,102.4,189.7,125.7,87.5,390.1,558.3,303.7,341.8,265.9,176.9,657.2,883.2,633.8
Misin03G283800.1.v7.1,1,100,48.1,0.8096947935368043,0.13659282970014,0.38480400528691,111.4,90.2,80.8,61.4,72.2,71.6,57.7,56.5,145.6,129.9,145.9,120.6,91.3,117.9
Misin03G288700.1.v7.1,3,100,119.4,1.1898971000935454,0.790996600847502,1,106.9,127.2,295.1,247.7,303.7,370.4,399.8,310.5,531.7,524.1,613.9,624,632.4,648
Misin03G295600.1.v7.1,3,100,117.8,0.9411764705882353,0.999511383038246,1,35.7,33.6,231.10000000000002,148.7,153.60000000000002,180.6,192.1,143,416.4,314.6,310.5,304.3,303.9,298.5
Misin03G296200.1.v7.1,4,100,181,1.0460526315789473,0.756371260104933,1,212.8,222.6,1885.3999999999999,1406.3000000000002,1750,2095.7,2302.2000000000003,1632.3,3396.9,2975.3,3537.3999999999996,3530.5,3641.8999999999996,3406.7
Misin03G297200.1.v7.1,4,97.75,156.4,0.8356363636363637,0.587786251896822,1,137.5,114.9,511,463.2,502.9,485.9,516.8,460.5,920.7,980,1016.6,818.6,817.5,961.1
Misin03G304100.1.v7.1,3,100,154.4,0.9495225102319236,0.936350034008798,1,73.3,69.6,127.5,116.1,112.3,147.7,113.9,104.4,229.7,245.6,227,248.8,180.2,217.9
Misin03G305500.1.v7.1,4,100,167.2,1.0138169257340242,0.999297661917794,1,115.8,117.4,796.6,615,718.9,790.3,919.4,718.1,1435.3,1301.2,1453.2,1331.4,1454.4,1498.7
Misin03G307400.1.v7.1,4,100,156.8,0.7599674532139952,0.0870510899703357,0.276107755227268,122.9,93.4,172.6,110,151.6,138.2,134.5,116.8,311,232.7,306.4,232.8,212.8,243.8
Misin03G308500.1.v7.1,3,100,132.5,1.0514165792235048,0.999998864578042,1,95.3,100.2,103.9,85.6,95.4,116.9,104.2,101.2,187.2,181.1,192.8,196.9,164.8,211.2
Misin03G308700.1.v7.1,1,100,45.8,1.055613850996852,0.992537850544248,1,95.3,100.6,37.3,29.4,39.6,43.3,35.3,34,67.2,62.2,80,72.9,55.8,71
Misin03G311700.1.v7.1,2,100,73.19999999999999,0.8959608323133414,0.999999999846423,1,81.7,73.2,151.8,90.8,133.3,150.2,152.7,110.3,273.5,192.1,269.4,253,241.6,230.2
Misin03G312400.1.v7.1,4,100,148.7,0.8232217573221758,0.562801398632434,1,95.6,78.7,112,55.1,75.3,74.4,86.7,56.5,201.8,116.6,152.2,125.3,137.2,117.9
Misin03G313000.1.v7.1,4,100,246.1,0.91015625,0.945077658817958,1,102.4,93.2,102.4,115.6,99.9,109.1,136.3,86.1,184.5,244.6,201.9,183.8,215.6,179.7
Misin03G314200.1.v7.1,9,100,416.2,0.974120082815735,0.999998215068435,1,96.6,94.1,1059.8,907.8,861.7,1146.1,1176.7,834.2,1909.5,1920.7,1741.8,1930.8,1861.4,1741
Misin03G315100.1.v7.1,1,100,40.8,2.082857142857143,0.0410933472814292,0.160529543847875,35,72.9,40.7,32,30.2,83.8,118.9,53.4,73.3,67.7,61,141.2,188.1,111.4
Misin03G317000.1.v7.1,6,100,239.1,1.3374291115311907,0.0117032734129862,0.0651469465371177,105.80000000000001,141.5,356.7,288,288.9,423.3,435.8,310.5,642.6999999999999,609.3,584,713.0999999999999,689.3,648
Misin03G319700.1.v7.1,1,100,73.9,0.9008097165991903,0.999721186760513,1,49.4,44.5,5.7,4.4,4.7,5,5.4,5.4,10.3,9.3,9.5,8.4,8.5,11.3
Misin03G320200.1.v7.1,1,88.2,40,0.6488294314381271,0.757227016835329,1,59.8,38.8,29.8,26.5,16.7,30.1,16.1,16.7,53.7,56.1,33.8,50.7,25.5,34.9
Misin03G320300.1.v7.1,2,96.9,73.6,1.910913140311804,5.3967719128134e-5,0.00155735418055472,89.8,171.6,267.4,198,207.4,433.4,506.7,398.8,481.8,418.9,419.2,730.1,801.6,832.3
Misin03G321600.1.v7.1,1,100,35,2.5530216647662485,0.122790417273568,0.358504701878096,87.7,223.9,76.1,44.2,59.5,182.2,156.9,158.5,137.1,93.5,120.3,306.9,248.2,330.8
Misin03G323500.1.v7.1,7,100,253.5,1.0763636363636364,0.387792892782739,0.806230387472252,110,118.4,686.8,466.9,602.3,791.3,817.2,627.4,1237.4,987.8,1217.5,1333.1,1292.7,1309.4
Misin03G324300.1.v7.1,2,100,77,0.6369565217391304,0.0377141222935218,0.150503571412575,184,117.2,709.8,465.5,696.1,483.5,537.5,352.5,1278.9,984.9,1407.1,814.5,850.3,735.7
Misin03G325500.1.v7.1,8,100,398.8999999999999,1.145956607495069,0.395386875629203,0.817209841905073,101.4,116.2,609.2,461.4,576.1,803.7,794.8,579.7,1097.6,976.2,1164.5,1354,1257.3,1209.9
Misin03G326000.1.v7.1,1,100,37.4,1.1349557522123892,0.999998885111123,1,90.4,102.6,48.3,38.7,42.5,59.8,61.6,28.4,87,81.9,85.9,100.7,97.4,59.3
Misin03G327400.1.v7.1,1,100,34.3,0.8766233766233766,0.989922412877302,1,77,67.5,51.7,49.9,39.6,48.5,50.7,43.4,93.1,105.6,80,81.7,80.2,90.6
Misin03G331800.1.v7.1,4,97.2,158.6,1.0802839978154013,0.979058889882024,1,183.10000000000002,197.8,1911.6,1541.8,1584.5,2207.6,2276.5,1458.8,3444.2,3262.1,3202.8999999999996,3719,3601.2,3044.6
Misin03G332900.1.v7.1,1,94.1,33.5,0.6147727272727272,0.0412855616715584,0.160861725869172,88,54.1,75.7,67,71.7,50.6,55.1,42.3,136.4,141.8,144.9,85.2,87.2,88.3
Misin03G336000.1.v7.1,1,100,34.7,0.776287932251235,0.00875616518198263,0.0522171511828216,141.7,110,192.1,176,169.7,158.7,169.8,141.2,346.1,372.4,343,267.4,268.6,294.7
Misin03G344400.1.v7.1,1,92.9,35.8,0.6729281767955801,0.0286309438107658,0.123968606116878,90.5,60.9,26.9,25.9,27.1,21.9,24.4,15.3,48.5,54.8,54.8,36.9,38.6,31.9
Misin03G344500.1.v7.1,1,100,48.9,0.9528023598820059,0.999998830664791,1,135.6,129.2,75.9,78.3,75.8,100.6,92.3,68.6,136.8,165.7,153.2,169.5,146,143.2
Misin03G346300.1.v7.1,1,100,57.4,0.79491133384734,0.113718474692335,0.337096575396904,129.7,103.1,48.3,47.9,58,47.8,51.8,37.2,87,101.3,117.2,80.5,81.9,77.6
Misin03G347200.1.v7.1,4,97.35,153.3,1.1100591715976331,0.601687742945959,1,84.5,93.8,258.6,234.9,243.7,352.8,345.4,261.5,465.9,497,492.6,594.4,546.4,545.8
Misin03G347800.1.v7.1,1,100,38.5,0.9445224719101123,0.970109184440749,1,142.4,134.5,35.4,25.7,27.6,33.2,33.3,23.2,63.8,54.4,55.8,55.9,52.7,48.4
Misin03G350600.1.v7.1,2,100,84.7,0.5683607730851826,7.5210103549383e-4,0.00916138094498115,139.7,79.4,97.7,68.9,86.3,58.2,62.7,52.3,176,145.8,174.4,98,99.2,109.2
Misin03G353000.1.v7.1,20,97.75,794.1,1.3719362745098038,0.0500381409564005,0.183296315942333,163.2,223.89999999999998,1808.6000000000001,1642.3999999999999,1420.3,2573.2000000000003,2679.7999999999997,2140.8,3258.6,3474.8,2870.9,4335,4239.1,4468
Misin03G355400.1.v7.1,1,94.4,37.4,0.8204182041820419,0.0844048212918369,0.269688112642389,81.3,66.7,51.5,42.3,54,51.7,48.1,31.7,92.8,89.5,109.2,87.1,76.1,66.2
Misin03G360100.1.v7.1,1,100,45.4,0.8908959537572254,0.0473891088233831,0.176246964879725,138.4,123.3,936.7,753.9,1015,905.8,950.7,682.4,1687.7,1595,2051.7,1526,1503.9,1424.2
Misin03G363400.1.v7.1,3,100,120.5,1.4702970297029703,0.063807383776571,0.218165742445219,60.6,89.1,161.9,89,120.8,255.2,226.8,148.7,291.7,188.3,244.2,429.9,358.8,310.3
Misin03G363700.1.v7.1,6,100,218.99999999999997,1.10250569476082,0.999882118614862,1,43.9,48.4,9.9,11.4,14,20.4,17.6,8.6,17.8,24.1,28.299999999999997,34.3,27.9,17.9
Misin03G363900.1.v7.1,4,100,161,1.0795964125560538,0.537311622485426,1,89.2,96.3,566.2,314.5,459.5,595.1,737,460.9,1020.1,665.4,928.8,1002.5,1165.9,961.9
Misin03G365000.1.v7.1,1,100,50.1,1.1363636363636365,0.758564342759292,1,96.8,110,36.3,30.1,32.4,44.1,39,39.6,65.4,63.7,65.5,74.3,61.7,82.6
Misin03G366000.1.v7.1,8,100,336.6000000000001,0.9779005524861877,0.981831925291479,1,144.8,141.6,2608.4,1707.9,2446.5,2697.6,2904.9,2269.4,4699.6,3613.5,4945.3,4544.6,4595.3,4736.3
Misin04G000400.1.v7.1,3,97.85,172.9,0.6290531776913101,0.0267614122457138,0.118830474107855,77.1,48.5,84.2,86.6,61.2,66.2,58.5,45.7,151.7,183.2,123.7,111.5,92.5,95.4
Misin04G000900.1.v7.1,1,100,41.2,1.439469320066335,0.125504582333053,0.364464817798569,120.6,173.6,113.1,98.2,76.9,147.4,199.6,140.5,203.8,207.8,155.4,248.3,315.7,293.2
Misin04G008900.1.v7.1,4,87.25,193.7,1.0123456790123457,0.999999999591626,1,24.3,24.6,63.4,46.1,40.7,72.5,62.3,36,114.2,97.5,82.3,122.1,98.6,75.1
Misin04G017700.1.v7.1,1,100,36.2,0.8488038277511962,0.314792683744384,0.69617725085648,104.5,88.7,104.4,74.2,104.4,94.7,91.4,79.7,188.1,157,211,159.5,144.6,166.3
Misin04G019000.1.v7.1,6,100,309.2,0.9187588152327223,0.984213331675042,1,354.5,325.70000000000005,1877.3,1369.7,1895.8,1829.1,2021.1000000000001,1654.3,3382.4,2898,3832.1000000000004,3081.5,3197.2,3452.6
Misin04G026600.1.v7.1,2,100,70.5,0.8079331941544886,0.354775575090569,0.757880499001506,95.8,77.4,113,96.2,90.7,97.7,101.9,87,203.6,203.5,183.3,164.6,161.2,181.6
Misin04G031100.1.v7.1,2,97.35,81.7,1.933913043478261,0.0192433593449091,0.0939542632825179,57.5,111.2,53.9,45,40.7,106.4,116.4,102.1,97.1,95.2,82.3,179.2,184.1,213.1
Misin04G036700.1.v7.1,12,100,518.8,1.007792207792208,0.999998098055568,1,115.5,116.4,511.8,397.8,532.3,551.4,613,434.9,922.1,841.6,1076,928.9,969.7,907.7
Misin04G040200.1.v7.1,2,100,80.9,1.24251497005988,0.367714019650101,0.778189930060045,100.2,124.5,595.6,405.2,473.1,814.3,751.1,516.5,1073.1,857.3,956.3,1371.8,1188.2,1078
Misin04G049100.1.v7.1,1,100,39.3,1.4602698650674664,0.27198083086158,0.626189035488904,66.7,97.4,21.5,17.7,17.5,29.9,35.1,26.2,38.7,37.4,35.4,50.4,55.5,54.7
Misin04G050500.1.v7.1,1,100,48.9,1.090403337969402,0.890656888991067,1,71.9,78.4,434.2,320.4,309.1,450.6,467.5,336.2,782.3,677.9,624.8,759.1,739.5,701.7
Misin04G055000.1.v7.1,3,100,127.5,1.3950310559006212,0.466917766039451,0.921388514886692,80.5,112.3,206,113.4,154.6,264.9,275.6,198,371.2,239.9,312.5,446.3,436,413.2
Misin04G055400.1.v7.1,2,100,74.69999999999999,1.436548223350254,0.0466706268434225,0.175297992663066,78.8,113.2,238,155.8,194.7,419.2,357.7,220,428.8,329.6,393.6,706.2,565.8,459.2
Misin04G057600.1.v7.1,1,100,33.9,1.0190871369294605,0.999983942236929,1,120.5,122.8,154.7,123,144.3,160.8,181.2,136.1,278.7,260.2,291.7,270.9,286.6,284
Misin04G059500.1.v7.1,1,86.2,37.4,0.7941006362058994,0.54452916028809,1,172.9,137.3,129.4,94.8,102.8,129.1,104.3,41.1,233.1,200.6,207.8,217.5,165,85.8
Misin04G060900.1.v7.1,8,100,357.7,1.025928521373511,0.937855000270054,1,142.7,146.4,820.9000000000001,735.8000000000001,589.3000000000001,869.7,864.5,716.5,1479,1556.7,1191.2,1465.1000000000001,1367.6,1495.3
Misin04G063800.1.v7.1,1,100,37.4,0.6409017713365539,0.0135651446076132,0.0720451842395426,186.3,119.4,238.8,255.7,234.4,178.9,201.8,145.5,430.3,541,473.8,301.4,319.2,303.7
Misin04G076700.1.v7.1,1,93.8,39.3,0.9687499999999999,0.999733081193105,1,41.6,40.3,98.7,78.5,92.4,118.7,108.9,81.2,177.8,166.1,186.8,200,172.3,169.5
Misin04G082700.1.v7.1,3,100,108.5,0.9570063694267517,0.999900230854124,1,125.6,120.2,989.6,634.9,866,1033.6,1058.4,740.9,1783,1343.3,1750.5,1741.3,1674.3,1546.3
Misin04G083200.1.v7.1,1,100,37.4,0.26534653465346536,4.3980478102911e-4,0.00646312377349572,303,80.4,133.6,145,156.7,48.3,54.9,36.5,240.7,306.8,316.7,81.4,86.8,76.2
Misin04G085800.1.v7.1,1,100,44.3,1.0420499342969778,0.968188275449592,1,76.1,79.3,34,26.6,26.5,41.7,35.4,28.1,61.3,56.3,53.6,70.3,56,58.6
Misin04G091900.1.v7.1,2,94.4,82.4,1.043062200956938,0.947917755328328,1,20.9,21.8,177.7,123.6,163.8,419.9,206.7,160.5,320.2,261.5,331.1,707.4,327,335
Misin04G094700.1.v7.1,9,100,386.40000000000003,0.6195049870705578,0.0296996598738068,0.127392674599975,541.4,335.4,2936.5,3203,2777.6,2294.8,2541.3,2058.2,5290.799999999999,6776.7,5614.500000000001,3865.9,4020,4295.5
Misin04G102100.1.v7.1,1,100,43.5,1.0800385728061717,0.660572258602442,1,103.7,112,56.2,52.2,41.6,64.3,69.1,53.1,101.3,110.4,84.1,108.3,109.3,110.8
Misin04G110800.1.v7.1,4,100,168,1.617397998460354,0.17868297131417,0.463618145241273,129.9,210.1,448.7,311.6,322.90000000000003,653.6,597.7,511,808.4,659.3000000000001,652.7,1101.1,945.5,1066.5
Misin04G111900.1.v7.1,15,100,764.3,2.4370922646784714,0.013423611784987,0.0716126254491829,107.30000000000001,261.5,478.1,359.9,403.90000000000003,939.6999999999999,1004,806.5,861.4000000000001,761.4000000000001,816.4000000000001,1583.1,1588.2,1683.2
Misin04G113800.1.v7.1,4,100,177.79999999999998,1.2414698162729658,0.0717758834682297,0.237849292138012,76.2,94.6,212.4,188.4,173.6,277.7,300.6,273.8,382.7,398.6,350.9,467.8,475.5,571.4
Misin04G118300.1.v7.1,2,91.65,75.5,0.6537574919317658,0.0151510925766357,0.0785773373926651,216.9,141.8,450.6,454.5,449.3,390.3,344.5,284.4,811.9,961.6,908.2,657.5,545,593.6
Misin04G119400.1.v7.1,1,100,35.4,0.6107106076210093,0.0365538079899576,0.147877896681709,194.2,118.6,231.4,218.2,201.5,148,160.9,131,416.9,461.7,407.3,249.3,254.5,273.4
Misin04G120500.1.v7.1,2,100,71.69999999999999,0.9226638023630506,0.999714668610033,1,93.1,85.9,275.2,159,271.1,279.3,289.1,182.8,495.8,336.4,548,470.5,457.3,381.5
Misin04G122900.1.v7.1,2,96.6,112.4,0.7848484848484848,0.823828157085983,1,33,25.9,37,25.2,28.5,36.5,28.6,20.5,66.7,53.3,57.6,61.5,45.2,42.8
Misin04G125200.1.v7.1,5,100,228,1.265449438202247,0.491293067425881,0.951439314146047,71.2,90.1,160.7,124,125.7,200.6,209.8,156.1,289.5,262.4,254.1,337.9,331.9,325.8
Misin04G126000.1.v7.1,6,100,259.6,0.9911202185792349,0.943636228184791,1,146.4,145.1,205.5,153.2,188.1,214.1,231.9,200,370.3,324.1,380.2,360.7,366.8,417.4
